ID	IRAC_Designation	MIPS_Designation	MCPS_ID	IRSF_ID	IRAC_ID	MIPS_ID	OGLE_ID	RA	DEC	U	U_ERR	B	B_ERR	V	V_ERR	I	I_ERR	J	J_ERR	H	H_ERR	K	K_ERR	[3.6]	3.6ERR	[4.5]	4.5ERR	[5.8]	5.8ERR	[8.0]	8.0ERR	[24]	24ERR	ObjId	SSId	NAME	SpClass	RAJ2000	DEJ2000	AOR	PID	PI	Umag	Bmag	Vmag	Imag	OGLE3ID	<Vmag>	<Imag>	IAmp	Per	2MASS	J2mag	H2mag	Ks2mag	IRSF	Jmag	Hmag	Ksmag	IRAC	[3.6]2	[4.5]2	[5.8]2	[8.0]2	F3.6	F4.5	F5.8	F8.0	MIPS24	[24]	F24	MIPS70	[70]	F70	MIPS160	[160]	F160	HERSCHEL	RAHdeg	DEHdeg	F100P	F160P	F250S	F350S	F500S	mbolph	mbolMcD	TeffMcD	Flag	SSID	Name	SSTISAGE	MACHO	Per.1	Per2	u_Per	OGLE	PerO	Class	RAJ	DE
48449	SSTISAGEMA_J054816.79-712839.3	SSTM1SAGE1_J054816.78-712839.1	0	1014041791	1542321010	1529273959	1632470635	87.069967	-71.477599	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.39	0.01	11.12	0.02	10.26	0.02	9.169	0.033	8.947	0.029	8.674	0.022	8.262	0.02	8.075	0.027	189	189	          NGC 2121 LE 6	    CAGB	87.0702	-71.4777	22446848	40159	      Kemper					OGLE-LMC-LPV-85475	17.972	14.795	1.211	384.7	2MASS J05481680-7128392	12.97	11.439	10.36	05481678-7128393	12.39	11.12	10.26	SSTISAGEMA J054816.79-712839.3	9.167	8.9504	8.6758	8.2771	0.0605	0.04725	0.0389	0.0317	SSTM1SAGE1 J054816.78-712839.1	8.1121	0.0041															-4.84			0	189	NGC 2121 LE 6            	MC J054816.79-712839.3	28.11033.2559	387	387		LPV.-85475	385	C-AGB          	05 48 16.84	-71 28 39.64
41419	SSTISAGEMA_J055036.69-682852.4	SSTM1SAGE1_J055036.68-682852.8	119323646	1014408761	1542465020	1529353127	1632929644	87.652904	-68.481224	21.607	0.443	19.309	0.047	17.145	0.029	14.689	0.038	13	0.01	12.08	0.02	11.58	0.02	11.079	0.028	11.086	0.028	10.862	0.03	10.661	0.032	10.21	0.092	191	191	               KDM 6486	    CAGB	87.6526	-68.4812	22447360	40159	      Kemper	21.607	19.309	17.145	14.689	OGLE-LMC-LPV-86831		14.627	0.115	662.7	2MASS J05503665-6828522	12.977	11.99	11.555	05503668-6828522	13	12.08	11.58	SSTISAGEMA J055036.69-682852.4	11.0762	11.0903	10.8604	10.6749	0.01043	0.006583	0.0052	0.0035																		-3.73			0	191	KDM 6486                 	MC J055036.69-682852.4	32.11441.5   	336	643		LPV.-86831	663	C-AGB          	05 50 36.62	-68 28 52.27
41388	SSTISAGEMA_J055251.05-692839.6	SSTM1SAGE1_J055250.94-692839.6	100141070	1014634143	1542579446	1529335286	1633026841	88.21271	-69.477671	99.999	99.999	19.235	0.043	16.605	0.024	13.821	0.069	12.32	0.02	11.32	0.01	10.73	0.02	10.175	0.033	10.271	0.021	10.185	0.026	9.897	0.03	10	0.061	194	194	     OGLE LMC-LPV-87711	    CAGB	88.2128	-69.4775	22447872	40159	      Kemper		19.235	16.605	13.821	OGLE-LMC-LPV-87711	16.454	13.994	0.117	151.17	2MASS J05525106-6928395	12.202	11.114	10.598	05525108-6928396	12.32	11.32	10.73	SSTISAGEMA J055251.05-692839.6	10.1944	10.2734	10.1843	9.9111	0.02348	0.01397	0.0097	0.007	SSTM1SAGE1 J055250.94-692839.6	10.0041	0.0007															-4.55			0	194	PMP 337                  	MC J055251.05-692839.6	31.11789.29  	269	1015		LPV.-87711	151	C-AGB          	05 52 51.07	-69 28 39.09
121097	SSTISAGEMA_J044918.46-695314.5	SSTM1SAGE1_J044918.47-695314.4	0	1000752672	1536557247	1529265264	1615738259	72.326939	-69.887377	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.01	0.01	10.4	0.02	9.14	0.03	7.597	0.029	6.988	0.022	6.326	0.026	5.689	0.025	3.954	0.007	213	4021	        IRAS 04496-6958	    CAGB	72.3269	-69.8872	9069312	1094	      Kemper					OGLE-LMC-LPV-03752	18.791	15.148	0.454	735.8	2MASS J04491848-6953145	12.657	10.853	9.431	04491848-6953146	12.01	10.4	9.14	SSTISAGEMA J044918.46-695314.5	7.6228	6.9883	6.3242	5.7037	0.2508	0.2879	0.3397	0.3395	SSTM1SAGE1 J044918.47-695314.4	4.0015	0.1799															-6.29			0												
126552	SSTISAGEMA_J045632.15-685250.8	SSTM1SAGE1_J045632.14-685251.1	0	1001927085	1536975910	1529265525	1614996075	74.133983	-68.880781	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	15.65	0.01	13.29	0.01	11.15	0.01	8.579	0.03	7.573	0.027	6.743	0.018	5.976	0.027	4.428	0.008	275	4109	        IRAS 04567-6857	    CAGB	74.1339	-68.8808	11239168	3591	      Kemper					OGLE-LMC-LPV-07804		19.51	2.188	663.1	2MASS J04563215-6852510	15.501	13.051	11.124	04563215-6852510	15.65	13.29	11.15	SSTISAGEMA J045632.15-685250.8	8.3277	7.2649	6.4792	5.7681	0.1311	0.2231	0.2945	0.3199	SSTM1SAGE1 J045632.14-685251.1	4.5742	0.1061															-5.95			0												
120548	SSTISAGEMA_J050959.99-695609.5	SSTM1SAGE1_J050959.99-695609.4	0	1004774387	1538246349	1529265843	1606741718	77.49996	-69.935988	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	14.55	0.02	12.67	0.01	10.97	0.02	8.067	0.028	7.345	0.026	6.724	0.018	6.102	0.025	4.943	0.008	354	4225	        IRAS 05103-6959	    CAGB	77.5	-69.936	10961152	3426	     Kastner					OGLE-LMC-LPV-23215	21.017	16.865	1.776	597.9	2MASS J05095999-6956097	13.401	11.531	10.016	05100001-6956095	14.55	12.67	10.97	SSTISAGEMA J050959.99-695609.5	7.9775	7.2801	6.6826	6.1162	0.181	0.2201	0.2442	0.2322	SSTM1SAGE1 J050959.99-695609.4	5.0288	0.0698															-5.59			0												
51775	SSTISAGEMA_J051019.60-694951.5	SSTM1SAGE1_J051019.64-694951.6	0	1004854567	1538282628	1529266145	1606651336	77.581676	-69.830975	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	13.27	0.02	11.74	0.01	11.098	0.023	9.048	0.033	8.228	0.029	7.439	0.019	6.566	0.044	5.269	0.008	357	4228	        IRAS 05107-6953	    CAGB	77.582	-69.8309	10961408	3426	     Kastner					OGLE-LMC-LPV-23784	21.926	17.541	2.274	624	2MASS J05101962-6949514	14.629	12.728	11.098	05101963-6949514	13.27	11.74		SSTISAGEMA J051019.60-694951.5	9.0442	8.2078	7.4069	6.6068	0.06775	0.09364	0.1253	0.1478	SSTM1SAGE1 J051019.64-694951.6	5.1876	0.0603															-5.22			0												
126542	SSTISAGEMA_J051110.44-675210.6	SSTM1SAGE1_J051110.44-675210.6	0	1005059221	1538377887	1529265105	1604760260	77.793531	-67.869621	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	17.31	0.03	15.63	0.02	12.73	0.02	8.111	0.029	7.03	0.025	6.115	0.026	5.247	0.025	3.469	0.006	364	4238	        IRAS 05112-6755	    CAGB	77.7936	-67.8695	12939008	3505	        Wood										2MASS J05111047-6752105	16.412	14.067	11.69	05111046-6752109	17.31	15.63	12.73	SSTISAGEMA J051110.44-675210.6	8.1121	7.0312	6.1136	5.2599	0.1599	0.2767	0.4124	0.5109	SSTM1SAGE1 J051110.44-675210.6	3.4724	0.2928															-5.76			0												
14325	SSTISAGEMA_J051138.64-665109.8	SSTM1SAGE1_J051138.67-665110.0	105909833	1005174308	1538430994	1529266131	1604290313	77.911035	-66.852743	20.519	0.203	20.357	0.06	19.962	0.059	17.79	0.134	15.88	0.01	13.81	0.01	11.82	0.01	9.704	0.021	8.558	0.046	7.709	0.019	6.857	0.024	5.26	0.009	370	4244	     OGLE LMC-LPV-26035	    CAGB	77.9111	-66.8527	12937216	3505	        Wood	20.519	20.357	19.962	17.79	OGLE-LMC-LPV-26035		17.994	1.8	547.7	2MASS J05113864-6651098	14.339	12.364	10.737	05113864-6651099	15.88	13.81	11.82	SSTISAGEMA J051138.64-665109.8	9.3868	8.2853	7.447	6.6294	0.04941	0.08719	0.1208	0.1447	SSTM1SAGE1 J051138.67-665110.0	5.3642	0.0513															-5.1			0												
45349	SSTISAGEMA_J051232.06-691540.4	SSTM1SAGE1_J051232.07-691540.6	106067153	1005400976	1538532545	1529265670	1606057638	78.133617	-69.261229	99.999	99.999	20.042	0.076	18.911	0.067	15.579	0.042	14.91	0.02	12.88	0.01	11.08	0.02	7.755	0.039	6.933	0.044	6.163	0.035	5.494	0.036	4.69	0.01	376	4251	     OGLE LMC-LPV-27614	    CAGB	78.1337	-69.2611	10961664	3426	     Kastner		20.042	18.911	15.579	OGLE-LMC-LPV-27614	19.198	16.998	0.533	312.6	2MASS J05123206-6915404	14.933	12.743	10.988	05123207-6915404	14.91	12.88	11.08	SSTISAGEMA J051232.06-691540.4	7.9908	7.1564	6.3797	5.6784	0.1787	0.2466	0.3227	0.3475	SSTM1SAGE1 J051232.07-691540.6	4.5634	0.1072															-5.59			0												
15871	SSTISAGEMA_J051316.39-684410.1	SSTM1SAGE1_J051316.39-684409.9	118279163	1005581551	1538617574	1529265928	1604990600	78.318297	-68.736144	19.609	0.118	19.291	0.081	18.671	0.084	17.265	0.054	14.12	0.01	12.33	0.01	10.83	0.02	7.795	0.035	7.082	0.023	6.538	0.019	6.006	0.028	5.042	0.01	381	4256	     OGLE LMC-LPV-28907	    CAGB	78.3184	-68.7361	10961920	3426	     Kastner	19.609	19.291	18.671	17.265	OGLE-LMC-LPV-28907	19.025	16.559	1.416	655.6	2MASS J05131640-6844099	14.648	12.741	11.012	05131642-6844100	14.12	12.33	10.83	SSTISAGEMA J051316.39-684410.1	7.7941	7.0973	6.5497	6.0168	0.2142	0.2604	0.276	0.2544	SSTM1SAGE1 J051316.39-684409.9	4.9777	0.0732															-5.58			0												
16629	SSTISAGEMA_J051429.83-685433.9	SSTM1SAGE1_J051429.88-685434.1	121898376	1005876505	1538759446	1529339214	1604933017	78.624296	-68.909427	20.88	0.262	17.835	0.05	16.235	0.041	14.015	0.064	12.47	0.02	11.51	0.02	11.05	0.02	10.295	0.029	10.429	0.022	10.266	0.029	10.03	0.03	10.05	0.084	403	4281	                HV 5680	    CAGB	78.6243	-68.9094	6016768	200	       Houck	20.88	17.835	16.235	14.015	OGLE-LMC-LPV-31187	16.277	14.149	0.033	103.58	2MASS J05142982-6854337	12.302	11.363	10.923	05142986-6854339	12.47	11.51	11.05	SSTISAGEMA J051429.83-685433.9	10.2964	10.433	10.2667	10.0438	0.02138	0.01206	0.009	0.0062																		-4.36			0												
126730	SSTISAGEMA_J052019.38-663547.7	SSTM1SAGE1_J052019.39-663547.9	0	1007335622	1539452435	1529266741	0	80.080751	-66.596604	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	15.83	0.01	13.73	0.01	11.8	0.01	8.692	0.043	8.313	0.048	7.148	0.028	99.999	99.999	5.791	0.016	441	4334	            MSX LMC 310	    CAGB	80.0808	-66.5966	12939520	3505	        Wood										2MASS J05201938-6635478	14.756	12.807	11.099	05201939-6635478	15.83	13.73	11.8	SSTISAGEMA J052019.38-663547.7	8.6939	7.7954	7.3068	6.7325	0.09353	0.1369	0.1374	0.1316	SSTM1SAGE1 J052019.39-663547.9	5.6955	0.0378															-4.75			0												
23225	SSTISAGEMA_J052338.31-665325.0	SSTM1SAGE1_J052338.31-665325.1	116837527	1008159968	1539846825	1529266168	0	80.909641	-66.890305	20.505	0.186	19.444	0.046	18.526	0.05	16.992	0.047	15.54	0.02	13.35	0.01	11.39	0.01	8.829	0.028	7.92	0.03	7.19	0.014	6.577	0.021	5.299	0.01	494	4391	            MSX LMC 513	    CAGB	80.9098	-66.8902	19007488	30788	       Sahai	20.505	19.444	18.526	16.992						2MASS J05233832-6653246	15.587	13.629	11.724	05233832-6653249	15.54	13.35	11.39	SSTISAGEMA J052338.31-665325.0	8.8093	7.9326	7.1882	6.5929	0.08411	0.1207	0.1533	0.1497	SSTM1SAGE1 J052338.31-665325.1	5.3125	0.0538															-5.2			0												
24127	SSTISAGEMA_J052443.66-714726.5	SSTM1SAGE1_J052444.04-714726.6	108267308	1008439741	1539976051	1529265446	1622308801	81.181932	-71.790695	99.999	99.999	20.838	0.188	20.409	0.093	19.753	0.098	17.72	0.05	15.06	0.01	12.89	0.02	9.752	0.023	8.611	0.03	7.683	0.018	6.645	0.028	4.317	0.006	503	4402	      MACHO 21.7156.850	    CAGB	81.1821	-71.7907	19007232	30788	       Sahai		20.838	20.409	19.753						2MASS J05244368-7147264	16.881	14.195	12.021	05244367-7147265	17.72	15.06	12.89	SSTISAGEMA J052443.66-714726.5	9.7269	8.618	7.6716	6.7449	0.03613	0.06417	0.0982	0.1301	SSTM1SAGE1 J052444.04-714726.6	4.579	0.1057															-4.82			0												
54378	SSTISAGEMA_J052519.51-710402.7	SSTM1SAGE1_J052519.50-710402.9	0	1008589826	1540047436	1529266333	1621944295	81.331325	-71.067421	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.5	0.02	14.04	0.01	11.91	0.01	8.538	0.038	7.711	0.026	7.052	0.017	6.354	0.049	5.458	0.01	507	4411	     OGLE LMC-LPV-53606	    CAGB	81.3313	-71.0673	10963456	3426	     Kastner					OGLE-LMC-LPV-53606		18.487	1.391	557.4	2MASS J05251951-7104027	15.003	12.758	10.731	05251953-7104027	16.5	14.04	11.91	SSTISAGEMA J052519.51-710402.7	8.5158	7.7393	7.0321	6.3677	0.1102	0.1442	0.177	0.1842	SSTM1SAGE1 J052519.50-710402.9	5.4068	0.0493															-5.32			0												
25271	SSTISAGEMA_J052619.87-694137.2	SSTM1SAGE1_J052619.99-694138.2	108561406	1008855583	1540167924	1529315124	1619987397	81.582806	-69.693683	99.999	99.999	20.616	0.293	16.652	0.053	14.651	0.093	12	0.01	11.05	0.01	10.796	0.023	10.246	0.023	10.225	0.022	10.307	0.028	9.834	0.026	9.713	0.066	520	4432	                 WBP 17	    CAGB	81.5834	-69.6936	6023425	200	       Houck		20.616	16.652	14.651	OGLE-LMC-LPV-55553	16.768	14.217	0.892	314.3	2MASS J05261987-6941373	12.342	11.315	10.796	05261987-6941373	12	11.05		SSTISAGEMA J052619.87-694137.2	10.2354	10.2251	10.1392	9.837	0.02262	0.0146	0.0101	0.0075	SSTM1SAGE1 J052619.99-694138.2	9.5944	0.001															-4.45			0												
25802	SSTISAGEMA_J052635.66-690822.8	SSTM1SAGE1_J052635.62-690823.0	108609717	1008927386	1540199400	1529267149	1619100472	81.648596	-69.139684	99.999	99.999	21.974	0.266	21.352	0.22	20.088	0.176	14.19	0.01	12.4	0.02	10.9	0.02	8.802	0.03	8.27	0.033	7.418	0.023	6.811	0.025	6.053	0.013	529	4442	     OGLE LMC-LPV-56055	    CAGB	81.649	-69.1397	11238912	3591	      Kemper		21.974	21.352	20.088	OGLE-LMC-LPV-56055		17.456	1.708	485.9	2MASS J05263569-6908227	14.822	12.769	11.128	05263570-6908228	14.19	12.4	10.9	SSTISAGEMA J052635.66-690822.8	8.9747	8.2567	7.5494	6.9536	0.07222	0.08951	0.1099	0.1074	SSTM1SAGE1 J052635.62-690823.0	6.1433	0.025															-4.85			0												
25446	SSTISAGEMA_J052640.93-692311.4	SSTM1SAGE1_J052640.96-692311.1	108627316	1008950920	1540209817	1529323631	1618957725	81.670572	-69.386515	99.999	99.999	19.953	0.077	15.428	0.053	14.262	0.043	13.15	0.01	12.1	0.01	11.3	0.01	10.419	0.024	10.233	0.02	10.088	0.027	9.723	0.034	9.847	0.085	531	4444	                 WBP 29	    CAGB	81.6706	-69.3865	6021632	200	       Houck		19.953	15.428	14.262	OGLE-LMC-LPV-56234	16.297	14.084	1.153	246.7	2MASS J05264095-6923113	12.27	11.382	10.915	05264095-6923114	13.15	12.1	11.3	SSTISAGEMA J052640.93-692311.4	10.4109	10.261	10.0931	9.8349	0.01924	0.01413	0.0106	0.0076																		-4.19			0												
53493	SSTISAGEMA_J052650.83-693136.8	SSTM1SAGE1_J052650.79-693137.0	0	1008995705	1540229344	1529266270	1618857633	81.711803	-69.526894	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	15.97	0.01	13.82	0.01	11.92	0.01	8.684	0.04	7.626	0.04	6.883	0.026	6.222	0.037	5.391	0.01	534	4447	     OGLE LMC-LPV-56055	    CAGB	81.712	-69.5269	12935424	3505	        Wood					OGLE-LMC-LPV-56589		18.126	2.38	550.4	2MASS J05265082-6931368	13.884	11.985	10.515	05265083-6931368	15.97	13.82	11.92	SSTISAGEMA J052650.83-693136.8	8.6498	7.8596	7.1025	6.4082	0.09742	0.129	0.1659	0.1774	SSTM1SAGE1 J052650.79-693137.0	5.2653	0.0562															-5.02			0												
49473	SSTISAGEMA_J052704.73-693816.2	SSTM1SAGE1_J052704.76-693816.1	0	1009057533	1540257010	1529276585	1620086113	81.769721	-69.637849	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.82	0.01	11.49	0.01	10.52	0.01	9.282	0.03	9.12	0.016	8.913	0.018	8.595	0.016	8.36	0.029	535	4448	                 WBP 77	    CAGB	81.7698	-69.6379	6023680	200	       Houck					OGLE-LMC-LPV-57061	18.241	15.154	1.129	403.2	2MASS J05270473-6938162	13.8	12.192	11.009	05270474-6938163	12.82	11.49	10.52	SSTISAGEMA J052704.73-693816.2	9.2765	9.0731	8.8926	8.5833	0.05469	0.0422	0.0319	0.0239	SSTM1SAGE1 J052704.76-693816.1	8.3558	0.0033															-4.38			0												
126889	SSTISAGEMA_J052846.60-711912.5	SSTM1SAGE1_J052846.57-711912.8	0	1009504909	1540459372	1529265773	1621619288	82.194202	-71.320164	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	17.01	0.02	14.53	0.01	12.28	0.02	9.166	0.033	8.04	0.027	7.163	0.02	6.187	0.046	4.838	0.008	556	4478	        IRAS 05295-7121	    CAGB	82.1942	-71.3202	12929024	3505	        Wood					OGLE-LMC-LPV-60517		20.624	1.413	642.5	2MASS J05284661-7119125	16.804	14.315	12.179	05284663-7119126	17.01	14.53	12.28	SSTISAGEMA J052846.60-711912.5	8.9403	7.9129	7.0712	6.2862	0.07455	0.1229	0.1707	0.1985	SSTM1SAGE1 J052846.57-711912.8	4.6705	0.0971															-4.94			0												
45694	SSTISAGEMA_J053113.11-660941.2	SSTM1SAGE1_J053113.10-660941.5	0	1010162672	1540745828	1529266984	0	82.804642	-66.161452	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	15.47	0.02	13.35	0.01	11.52	0.02	8.989	0.028	8.354	0.026	7.746	0.018	7.064	0.018	5.955	0.013	582	4510		    CAGB	82.8048	-66.1614	11239680	3591	      Kemper										2MASS J05311311-6609411	15.778	13.405	11.545	05311312-6609412	15.47	13.35	11.52	SSTISAGEMA J053113.11-660941.2	9.0232	8.3521	7.7529	7.0796	0.06906	0.08198	0.0911	0.0956	SSTM1SAGE1 J053113.10-660941.5	5.9224	0.0307															-4.94			0												
126257	SSTISAGEMA_J053140.87-693919.8	SSTM1SAGE1_J053140.93-693919.6	0	1010288785	1540799221	1529265491	1624214581	82.920313	-69.655517	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.16	0.02	13.6	0.01	11.41	0.01	8.533	0.052	7.74	0.03	6.731	0.034	6.01	0.027	4.379	0.007	585	4513	     OGLE LMC-LPV-66035	    CAGB	82.9205	-69.6555	11238912	3591	      Kemper					OGLE-LMC-LPV-66035		19.939	1.861	626.5	2MASS J05314089-6939198	15.828	13.196	11.059	05314090-6939199	16.16	13.6	11.41	SSTISAGEMA J053140.87-693919.8	8.5565	7.6411	6.7725	5.9859	0.1062	0.1578	0.2248	0.2618	SSTM1SAGE1 J053140.93-693919.6	4.4885	0.1149															-5.66			0												
45640	SSTISAGEMA_J053203.27-691730.4	SSTM1SAGE1_J053203.23-691730.1	0	1010390863	1540841856	1529266790	1623555036	83.013646	-69.291784	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	15.37	0.02	13.1	0.01	11.31	0.01	9.045	0.032	8.263	0.026	7.552	0.019	6.989	0.018	5.827	0.017	589	4519	     OGLE LMC-LPV-66678	    CAGB	83.014	-69.2918	11238912	3591	      Kemper					OGLE-LMC-LPV-66678		19.462	1.52	485.4	2MASS J05320331-6917304		13.471	11.727	05320331-6917303	15.37	13.1	11.31	SSTISAGEMA J053203.27-691730.4	8.9761	8.1818	7.4813	6.9096	0.07213	0.0959	0.117	0.1118	SSTM1SAGE1 J053203.23-691730.1	5.668	0.0388															-4.6			0												
45695	SSTISAGEMA_J053255.46-692026.6	SSTM1SAGE1_J053255.40-692026.9	0	1010623551	1540939806	1529267163	1623122784	83.231099	-69.34074	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	15.21	0.01	13.09	0.01	11.33	0.01	9.359	0.031	8.557	0.03	7.933	0.019	7.283	0.019	6.059	0.021	606	4539	     OGLE LMC-LPV-68127	    CAGB	83.2313	-69.3407	11238912	3591	      Kemper					OGLE-LMC-LPV-68127		18.346	1.639	517.8	2MASS J05325547-6920266	15.855	13.653	11.726	05325548-6920267	15.21	13.09	11.33	SSTISAGEMA J053255.46-692026.6	9.3532	8.558	7.9319	7.2955	0.05096	0.06782	0.0773	0.0784	SSTM1SAGE1 J053255.40-692026.9	6.0126	0.0282															-5.37			0												
45602	SSTISAGEMA_J053503.57-695245.5	SSTM1SAGE1_J053503.57-695245.4	0	1011187030	1541171255	1529266788	1623921538	83.764877	-69.87931	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.51	0.02	14.06	0.01	12.05	0.02	9.03	0.052	8.224	0.059	7.536	0.04	6.817	0.035	5.825	0.012	624	4565	     OGLE LMC-LPV-71763	    CAGB	83.7647	-69.8793	11239424	3591	      Kemper					OGLE-LMC-LPV-71763		19.382	1.629	558.1	2MASS J05350354-6952454	14.776	12.47	10.654	05350355-6952454	16.51	14.06	12.05	SSTISAGEMA J053503.57-695245.5	9.1582	8.2862	7.6036	6.8935	0.06099	0.08711	0.1045	0.1135	SSTM1SAGE1 J053503.57-695245.4	5.6514	0.0394															-4.69			0												
54417	SSTISAGEMA_J053526.93-695228.0	SSTM1SAGE1_J053526.88-695227.9	0	1011291404	1541211065	1529266517	1623918115	83.86222	-69.874471	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	14.89	0.02	12.9	0.01	11.12	0.02	8.813	0.037	8.115	0.03	7.19	0.026	6.607	0.016	5.622	0.011	630	4575	     OGLE LMC-LPV-72370	    CAGB	83.862	-69.8744	12930560	3505	        Wood					OGLE-LMC-LPV-72370		17.691	1.353	541.4	2MASS J05352686-6952279	15.059	12.928	11.054	05352687-6952279	14.89	12.9	11.12	SSTISAGEMA J053526.93-695228.0	8.9352	8.1108	7.3005	6.6235	0.0749	0.1024	0.1382	0.1455	SSTM1SAGE1 J053526.88-695227.9	5.5387	0.0437															-5.22			0												
35654	SSTISAGEMA_J054036.05-695249.5	SSTM1SAGE1_J054036.06-695249.7	111113091	1012574242	1541702618	1529265431	1627748506	85.150213	-69.880443	21.528	0.447	21.237	0.416	20.538	0.102	19.883	0.124	15.77	0.01	13.2	0.01	10.99	0.01	8.624	0.076	7.606	0.038	6.747	0.025	5.881	0.039	4.294	0.007	720	4722	        IRAS 05410-6954	    CAGB	85.1503	-69.8805	11239424	3591	      Kemper	21.528	21.237	20.538	19.883	OGLE-LMC-LPV-78871	20.448	19.209	1.285	676.1	2MASS J05403606-6952498	14.516	12.241	10.357	05403607-6952498	15.77	13.2	10.99	SSTISAGEMA J054036.05-695249.5	8.0863	7.1329	6.3261	5.5473	0.1637	0.252	0.3391	0.3921	SSTM1SAGE1 J054036.06-695249.7	4.1007	0.1642															-5.68			0												
45704	SSTISAGEMA_J054058.19-695312.4	SSTM1SAGE1_J054058.16-695312.9	0	1012654613	1541735539	1529266568	1627755515	85.242476	-69.886782	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	14.68	0.02	12.74	0.01	11.02	0.01	8.799	0.035	8.013	0.026	7.427	0.027	6.741	0.029	5.652	0.01	733	4736	     OGLE LMC-LPV-79272	    CAGB	85.2424	-69.8869	11239424	3591	      Kemper					OGLE-LMC-LPV-79272		18.4	2.044	520.8	2MASS J05405818-6953126	14.448	12.542	10.979	05405818-6953127	14.68	12.74	11.02	SSTISAGEMA J054058.19-695312.4	8.7892	8.0221	7.3255	6.6841	0.08568	0.1111	0.1351	0.1376	SSTM1SAGE1 J054058.16-695312.9	5.6212	0.0405															-4.98			0												
46401	SSTISAGEMA_J054336.02-701035.0	SSTM1SAGE1_J054336.03-701035.0	0	1013198812	1541966667	1529266216	1631753064	85.900107	-70.17641	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.97	0.03	14.47	0.01	12.24	0.02	8.881	0.033	7.827	0.038	7.148	0.027	6.528	0.022	5.34	0.009	750	4758	     OGLE LMC-LPV-81990	    CAGB	85.9002	-70.1764	10970624	3426	     Kastner					OGLE-LMC-LPV-81990		19.478	1.884	562.4	2MASS J05433602-7010351	16.288	13.545	11.458	05433603-7010351	16.97	14.47	12.24	SSTISAGEMA J054336.02-701035.0	9.3161	8.0075	7.2973	6.6864	0.05274	0.1126	0.1386	0.1373	SSTM1SAGE1 J054336.03-701035.0	5.2372	0.0576															-4.58			0												
39870	SSTISAGEMA_J054908.85-713206.8	SSTM1SAGE1_J054908.85-713206.9	116788886	1014191529	1542377629	1529267153	1632470653	87.286898	-71.535249	99.999	99.999	22.602	0.195	18.888	0.04	15.422	0.048	12.83	0.01	11.3	0.01	9.505	0.021	7.891	0.032	7.384	0.028	6.872	0.019	6.416	0.029	6.056	0.012	764	4776	     OGLE LMC-LPV-86035	    CAGB	87.287	-71.5353	10971136	3426	     Kastner		22.602	18.888	15.422	OGLE-LMC-LPV-86035	18.843	15.255	1.694	554.6	2MASS J05490888-7132069	12.249	10.68	9.505	05490887-7132069	12.83	11.3		SSTISAGEMA J054908.85-713206.8	7.8918	7.3846	6.8673	6.4252	0.1958	0.1998	0.206	0.1747	SSTM1SAGE1 J054908.85-713206.9	6.053	0.0272															-5.85			0												
47139	SSTISAGEMA_J055006.72-714602.9	SSTM1SAGE1_J055006.68-714602.9	0	1014339407	1542436040	1529266247	1632434339	87.528028	-71.767474	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.28	0.02	14.1	0.01	12.06	0.02	9.236	0.032	8.465	0.04	7.686	0.023	6.895	0.025	5.375	0.015	767	4780	        IRAS 05508-7146	    CAGB	87.5281	-71.7676	10971392	3426	     Kastner										2MASS J05500676-7146026	15.12	12.906	11.054	05500675-7146028	16.28	14.1	12.06	SSTISAGEMA J055006.72-714602.9	9.2353	8.4642	7.6855	6.9037	0.05681	0.07394	0.0969	0.1124	SSTM1SAGE1 J055006.68-714602.9	5.3748	0.0508															-5.11			0												
9805	SSTISAGEMA_J050443.87-683916.4	SSTM1SAGE1_J050443.94-683917.0	121966056	1003548248	1537685754	1529328221	1608810422	76.182819	-68.654574	99.999	99.999	18.415	0.036	16.074	0.083	15.304	0.232	12.15	0.02	11.29	0.01	10.97	0.02	10.526	0.029	10.818	0.024	10.457	0.028	10.277	0.037	9.912	0.081																																																																				
