ID	IRAC_Designation	MIPS_Designation	MCPS_ID	IRSF_ID	IRAC_ID	MIPS_ID	OGLE_ID	RA	DEC	U	U_ERR	B	B_ERR	V	V_ERR	I	I_ERR	J	J_ERR	H	H_ERR	K	K_ERR	[3.6]	3.6ERR	[4.5]	4.5ERR	[5.8]	5.8ERR	[8.0]	8.0ERR	[24]	24ERR	ObjId	SSId	NAME	SpClass	RAJ2000	DEJ2000	AOR	PID	PI	Umag	Bmag	Vmag	Imag	OGLE3ID	<Vmag>	<Imag>	IAmp	Per	2MASS	J2mag	H2mag	Ks2mag	IRSF	Jmag	Hmag	Ksmag	IRAC	[3.6]2	[4.5]2	[5.8]2	[8.0]2	F3.6	F4.5	F5.8	F8.0	MIPS24	[24]	F24	MIPS70	[70]	F70	MIPS160	[160]	F160	HERSCHEL	RAHdeg	DEHdeg	F100P	F160P	F250S	F350S	F500S	mbolph	mbolMcD	TeffMcD	Flag	SSID	Name	SSTISAGE	MACHO	Per.1	Per2	u_Per	OGLE	PerO	Class	RAJ	DE
2068585	SSTISAGEMA_J051434.93-693007.5		106425449	1005896776	1538769525	0	1605462921	78.645564	-69.50211	99.999	99.999	19.623	0.105	16.727	0.068	14.057	0.042	12.4	0.01	11.38	0.01	10.76	0.021	10.171	0.024	10.303	0.026	10.152	0.027	9.738	0.034	99.999	99.999																																																																				
8915	SSTISAGEMA_J050248.80-693741.1	SSTM1SAGE1_J050248.79-693741.2	114373324	1003132535	1537497692	1529283820	1610211572	75.703361	-69.628102	99.999	99.999	21.015	0.089	17.207	0.055	13.972	0.046	12.12	0.01	11.01	0.01	10.21	0.025	9.576	0.022	9.751	0.022	9.756	0.022	9.216	0.024	8.843	0.034																																																																				
5170	SSTISAGEMA_J045646.80-691145.4	SSTM1SAGE1_J045646.89-691145.7	103317275	1001974523	1536993513	1529288642	1613025446	74.195004	-69.195965	99.999	99.999	21.487	0.139	17.618	0.303	13.968	0.038	12.17	0.02	11.02	0.01	10.159	0.022	9.486	0.029	9.699	0.021	9.85	0.024	9.176	0.026	9.051	0.038																																																																				
31424	SSTISAGEMA_J053425.99-685046.2	SSTM1SAGE1_J053426.00-685045.8	122906674	1011022381	1541105387	1529287093	1622679278	83.608325	-68.846185	18.082	0.109	18.889	0.036	17.555	0.035	14.241	0.075	12.14	0.01	10.99	0.01	10.187	0.021	9.571	0.038	9.727	0.023	9.748	0.024	9.16	0.026	8.99	0.047																																																																				
20236	SSTISAGEMA_J052001.86-691048.0	SSTM1SAGE1_J052001.94-691047.3	113126123	1007261743	1539417552	1529286250	1600575967	80.007765	-69.180018	99.999	99.999	18.506	0.092	16.55	0.172	99.999	99.999	12.12	0.02	11.06	0.02	10.204	0.026	9.614	0.029	9.742	0.019	9.726	0.025	9.16	0.023	8.956	0.036																																																																				
18698	SSTISAGEMA_J051336.58-694118.3	SSTM1SAGE1_J051336.50-694118.6	106255598	1005660778	1538656011	1529302232	1606376044	78.402432	-69.688433	99.999	99.999	20.068	0.045	16.763	0.052	13.662	0.048	12.22	0.01	11.19	0.01	10.435	0.022	9.865	0.023	9.968	0.021	9.972	0.026	9.518	0.026	9.453	0.047																																																																				
1434103	SSTISAGEMA_J050656.44-682409.0		113742584	1004043573	1537913973	0	1608705674	76.735207	-68.402526	99.999	99.999	19.7	0.155	16.966	0.097	14.571	0.054	13.46	0.01	12.47	0.01	11.91	0.02	11.235	0.031	11.299	0.026	11.208	0.03	10.839	0.032	99.999	99.999																																																																				
66822	SSTISAGEMA_J052032.92-692447.4	SSTM1SAGE1_J052032.98-692447.9	0	1007389260	1539479495	1529311277	1600365393	80.137174	-69.41319	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.17	0.01	11.21	0.02	10.67	0.02	10.059	0.014	10.182	0.017	10.088	0.016	9.619	0.021	9.647	0.056																																																																				
28122	SSTISAGEMA_J053002.11-702514.1	SSTM1SAGE1_J053002.13-702514.0	124100313	1009842898	1540607733	1529284068	1625345207	82.508808	-70.420585	99.999	99.999	21.556	0.177	17.044	0.049	13.743	0.043	11.89	0.02	10.79	0.01	10.113	0.024	9.43	0.034	9.642	0.021	9.655	0.027	9.028	0.028	8.855	0.037																																																																				
52763	SSTISAGEMA_J052618.09-694059.7	SSTM1SAGE1_J052618.04-694059.8	0	1008847617	1540164348	1529284424	1620065131	81.575383	-69.683255	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.24	0.01	11.15	0.01	10.228	0.019	9.51	0.031	9.756	0.018	9.963	0.027	9.176	0.024	8.871	0.03																																																																				
52763	SSTISAGEMA_J052618.09-694059.7	SSTM1SAGE1_J052618.04-694059.8	0	1008847617	1540164348	1529284424	1620065131	81.575383	-69.683255	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.24	0.01	11.15	0.01	10.228	0.019	9.51	0.031	9.756	0.018	9.963	0.027	9.176	0.024	8.871	0.03																																																																				
18030	SSTISAGEMA_J051658.83-701136.9	SSTM1SAGE1_J051658.68-701137.3	106841673	1006494024	1539053945	1529284796	1603329275	79.245155	-70.193588	99.999	99.999	19.875	0.081	16.419	0.079	13.646	0.074	11.98	0.02	10.93	0.01	10.144	0.023	9.493	0.033	9.672	0.02	9.655	0.028	9.114	0.028	8.889	0.034																																																																				
7155	SSTISAGEMA_J050024.99-690557.8	SSTM1SAGE1_J050024.96-690558.6	120889498	1002652681	1537280702	1529303985	1612836628	75.104145	-69.099416	99.999	99.999	21.341	0.141	17.267	0.039	14.372	0.116	13	0.01	11.76	0.01	10.96	0.01	10.118	0.03	10.263	0.022	10.229	0.026	9.681	0.035	9.494	0.056																																																																				
53064	SSTISAGEMA_J045946.21-691821.3	SSTM1SAGE1_J045946.20-691820.6	0	1002533678	1537226127	1529284951	1612755685	74.942571	-69.305935	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.31	0.02	11.18	0.01	10.48	0.02	9.777	0.024	9.963	0.017	10.078	0.026	9.424	0.024	8.897	0.034																																																																				
29562	SSTISAGEMA_J053156.79-711059.1	SSTM1SAGE1_J053156.70-711059.3	109620553	1010361117	1540829691	1529287590	1626136167	82.986663	-71.183107	99.999	99.999	20.707	0.084	16.943	0.029	13.877	0.029	12.08	0.01	11.01	0.01	10.4	0.02	9.619	0.021	9.751	0.02	9.683	0.023	9.042	0.029	9.01	0.051																																																																				
9102	SSTISAGEMA_J050343.63-685456.7	SSTM1SAGE1_J050343.52-685456.5	120976874	1003325869	1537585671	1529337703	1608967559	75.931831	-68.915757	20.693	0.244	18.305	0.053	16.33	0.082	14.381	0.039	12.8	0.01	11.87	0.01	11.41	0.01	10.748	0.022	10.831	0.024	10.694	0.028	10.452	0.029	10.03	0.074																																																																				
33018	SSTISAGEMA_J053603.82-700207.1	SSTM1SAGE1_J053603.72-700207.0	119564234	1011456408	1541273843	1529282609	1628164449	84.015938	-70.03531	99.999	99.999	19.865	0.05	16.955	0.035	14.077	0.041	12.11	0.02	11.02	0.02	10.4	0.021	9.767	0.026	9.917	0.019	9.794	0.026	9.347	0.023	8.777	0.041																																																																				
16622	SSTISAGEMA_J051434.41-682543.9	SSTM1SAGE1_J051434.42-682543.8	106424059	1005894671	1538768488	1529323777	1605131527	78.643407	-68.428874	99.999	99.999	20.055	0.071	17.115	0.033	14.526	0.039	12.46	0.02	11.52	0.01	11.03	0.02	10.342	0.02	10.394	0.017	10.162	0.029	9.938	0.03	9.849	0.068																																																																				
7041746	SSTISAGEMA_J060950.31-664532.2		0	0	1542963349	0	0	92.459658	-66.758969	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	11.929	0.023	10.768	0.021	10.066	0.021	9.418	0.033	9.582	0.023	9.608	0.027	9.035	0.033	99.999	99.999																																																																				
11552	SSTISAGEMA_J050708.49-684633.2	SSTM1SAGE1_J050708.35-684633.2	119805576	1004088453	1537935393	1529289921	1608469457	76.785407	-68.775908	99.999	99.999	18.737	0.064	16.328	0.038	13.756	0.036	12.38	0.01	11.32	0.01	10.77	0.02	9.876	0.026	10.029	0.023	9.909	0.022	9.444	0.029	9.097	0.041																																																																				
47687	SSTISAGEMA_J051910.49-693345.3	SSTM1SAGE1_J051910.52-693345.0	0	1007038739	1539317290	1529271785	1602539790	79.793717	-69.562602	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	11.88	0.01	10.68	0.02	9.86	0.023	9.156	0.026	9.373	0.017	9.472	0.021	8.832	0.019	7.72	0.015																																																																				
712	SSTISAGEMA_J044255.35-702816.2	SSTM1SAGE1_J044255.49-702816.9	101727650	1000135766	1536329466	1529345964	1617087434	70.730631	-70.471168	99.999	99.999	19.865	0.061	16.843	0.046	14.156	0.038	12.43	0.01	11.35	0.02	10.736	0.022	10.101	0.023	10.248	0.021	10.242	0.024	9.699	0.027	10.13	0.086																																																																				
64599	SSTISAGEMA_J052414.45-695911.4	SSTM1SAGE1_J052414.44-695911.7	0	1008315953	1539917956	1529307605	1620563003	81.060227	-69.986527	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.6	0.01	11.49	0.01	10.89	0.02	9.965	0.032	10.113	0.025	10.088	0.03	9.519	0.027	9.574	0.055																																																																				
4341557	SSTISAGEMA_J054121.47-693045.1		116093421	1012738584	1541770640	0	1627155747	85.339485	-69.512544	99.999	99.999	20.114	0.064	17.451	0.046	14.658	0.04	12.89	0.02	11.91	0.01	11.37	0.01	10.942	0.031	10.957	0.036	10.913	0.032	10.557	0.036	99.999	99.999																																																																				
28921	SSTISAGEMA_J052828.53-703412.1	SSTM1SAGE1_J052828.57-703412.4	108965001	1009423318	1540423644	1529301897	1620897959	82.118901	-70.570044	99.999	99.999	19.519	0.079	16.409	0.031	13.7	0.04	12.07	0.01	11.03	0.01	10.45	0.01	9.869	0.026	10.01	0.022	10.048	0.022	9.486	0.023	9.445	0.047																																																																				
6970	SSTISAGEMA_J045939.43-691839.6	SSTM1SAGE1_J045939.38-691839.9	120523854	1002512706	1537216636	1529292883	1612755681	74.914297	-69.311018	99.999	99.999	21.412	0.128	17.101	0.053	14.072	0.035	12.19	0.02	11.11	0.01	10.58	0.02	9.681	0.025	9.889	0.021	10.009	0.026	9.329	0.026	9.197	0.033																																																																				
23797	SSTISAGEMA_J052428.41-693118.3	SSTM1SAGE1_J052428.48-693118.5	108225704	1008376313	1539945568	1529308787	1619537050	81.1184	-69.521774	99.999	99.999	20.003	0.099	17.061	0.052	14.386	0.043	12.82	0.01	11.77	0.01	11.15	0.01	10.337	0.021	10.504	0.02	10.431	0.022	9.927	0.024	9.598	0.054																																																																				
27336	SSTISAGEMA_J052836.88-701816.8	SSTM1SAGE1_J052836.88-701816.9	108990327	1009460452	1540440025	1529303604	1621058161	82.153698	-70.304674	99.999	99.999	20.663	0.162	16.752	0.067	13.995	0.094	12.39	0.02	11.27	0.02	10.67	0.03	9.889	0.02	10.067	0.018	10.12	0.02	9.551	0.023	9.486	0.055																																																																				
28250	SSTISAGEMA_J053029.64-700015.5	SSTM1SAGE1_J053029.62-700015.3	109348342	1009966657	1540661340	1529290518	1624695197	82.623532	-70.004327	99.999	99.999	18.56	0.089	16.047	0.139	13.781	0.046	12.25	0.02	11.23	0.01	10.69	0.03	9.936	0.017	10.041	0.016	9.963	0.02	9.486	0.021	9.117	0.042																																																																				
1745330	SSTISAGEMA_J051046.44-690129.1		121902427	1004963852	1538332955	0	1605828336	77.693502	-69.024766	99.999	99.999	19.237	0.049	16.445	0.033	13.93	0.04	12.33	0.02	11.33	0.02	10.81	0.03	10.122	0.026	10.211	0.018	10.058	0.025	9.69	0.029	99.999	99.999																																																																				
11480	SSTISAGEMA_J050656.92-664249.6	SSTM1SAGE1_J050656.89-664249.4	116344818	1004045260	1537914804	1529295896	1607532216	76.737176	-66.71378	99.999	99.999	19.963	0.06	16.662	0.272	13.686	0.046	12.21	0.01	11.23	0.01	10.64	0.02	9.914	0.019	10.08	0.019	10.029	0.028	9.444	0.025	9.288	0.056																																																																				
3983403	SSTISAGEMA_J053614.48-673938.0		122048147	1011503568	1541291668	0	0	84.060369	-67.660558	99.999	99.999	21.178	0.094	17.754	0.028	14.523	0.023	12.54	0.01	11.39	0.02	10.72	0.03	10	0.019	10.154	0.017	10.218	0.023	9.674	0.021	99.999	99.999																																																																				
17005	SSTISAGEMA_J051522.08-694314.4	SSTM1SAGE1_J051522.11-694314.3	123043664	1006088200	1538862155	1529275108	1606405450	78.842039	-69.72068	99.999	99.999	19.724	0.062	15.962	0.05	13.015	0.13	11.62	0.02	10.55	0.03	9.875	0.02	9.234	0.039	9.363	0.018	9.224	0.025	8.697	0.023	8.209	0.026																																																																				
3399470	SSTISAGEMA_J052923.56-691217.0		121220277	1009668511	1540532249	0	1623383975	82.348174	-69.204732	99.999	99.999	19.552	0.061	20.241	0.314	14.605	0.049	12.84	0.02	11.75	0.02	11.26	0.03	10.539	0.031	10.573	0.028	10.394	0.043	10.074	0.159	99.999	99.999																																																																				
52115	SSTISAGEMA_J051255.83-692048.4	SSTM1SAGE1_J051255.89-692049.0	0	1005498654	1538578201	1529282931	1605531390	78.232625	-69.346785	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.21	0.01	11.12	0.01	10.303	0.021	9.734	0.03	9.79	0.018	9.615	0.026	9.2	0.023	8.796	0.071																																																																				
11312	SSTISAGEMA_J050645.02-684921.2	SSTM1SAGE1_J050645.03-684921.7	112990811	1004001922	1537893911	1529301986	1608418270	76.68762	-68.822577	99.999	99.999	19.581	0.106	16.957	0.034	14.257	0.042	12.72	0.01	11.66	0.01	11.02	0.01	10.212	0.022	10.36	0.023	10.283	0.023	9.839	0.029	9.447	0.052																																																																				
55654	SSTISAGEMA_J045027.68-685751.5	SSTM1SAGE1_J045027.65-685752.1	0	1000915970	1536611308	1529290800	1615435100	72.615334	-68.96431	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	11.92	0.02	10.85	0.01	10.24	0.02	9.663	0.021	9.826	0.021	9.818	0.027	9.233	0.025	9.126	0.051																																																																				
10738	SSTISAGEMA_J050510.68-694327.4	SSTM1SAGE1_J050510.68-694328.0	121966428	1003651893	1537731061	1529283064	1610360414	76.294506	-69.724305	20.512	0.35	21.243	0.092	17.15	0.071	13.797	0.054	12.12	0.02	10.95	0.02	10.274	0.025	9.595	0.022	9.756	0.021	9.771	0.022	9.176	0.025	8.802	0.036																																																																				
39383	SSTISAGEMA_J054611.89-673106.3	SSTM1SAGE1_J054611.88-673106.3	112016004	1013675278	1542172523	1529284199	0	86.549581	-67.518441	20.581	0.452	20.356	0.06	17.083	0.038	14.236	0.034	12.46	0.01	11.24	0.01	10.151	0.021	9.538	0.041	9.624	0.023	9.733	0.025	9.056	0.026	8.861	0.029																																																																				
36032	SSTISAGEMA_J054053.93-661106.3	SSTM1SAGE1_J054053.89-661105.8	111160004	1012639060	1541729273	1529282024	0	85.224722	-66.185085	99.999	99.999	20.452	0.07	17.779	0.029	14.115	0.029	12.17	0.01	11	0.01	10.23	0.03	9.367	0.03	9.518	0.017	9.557	0.021	8.935	0.017	8.743	0.038																																																																				
52837	SSTISAGEMA_J053429.18-691513.5	SSTM1SAGE1_J053429.12-691513.6	0	1011036491	1541111002	1529282371	1623173313	83.621588	-69.253757	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.06	0.01	10.93	0.01	10.081	0.021	9.363	0.033	9.542	0.016	9.526	0.02	8.862	0.018	8.764	0.037																																																																				
59388	SSTISAGEMA_J051730.72-675021.6	SSTM1SAGE1_J051730.70-675021.8	0	1006630873	1539117455	1529298057	1602041289	79.378011	-67.839346	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.22	0.01	11.2	0.01	10.569	0.023	9.893	0.021	10.029	0.018	10.078	0.022	9.557	0.029	9.346	0.039																																																																				
4376694	SSTISAGEMA_J054152.74-690959.2		111327739	1012853447	1541817572	0	1630773595	85.469787	-69.166457	99.999	99.999	21.358	0.142	17.675	0.072	14.127	0.027	12.32	0.01	11.13	0.01	10.248	0.019	9.54	0.023	9.704	0.023	9.648	0.024	9.085	0.026	99.999	99.999																																																																				
33618	SSTISAGEMA_J053712.57-695159.6	SSTM1SAGE1_J053712.83-695158.6	122541421	1011755220	1541388617	1529314163	1628084734	84.302409	-69.866563	99.999	99.999	19.505	0.061	17.485	0.058	15.273	0.039	13.38	0.02	12.37	0.02	11.83	0.02	11.126	0.023	11.295	0.03	10.969	0.039	10.574	0.036	9.698	0.049																																																																				
23064	SSTISAGEMA_J052313.69-693719.0	SSTM1SAGE1_J052313.65-693719.9	123277157	1008053632	1539798344	1529362504	1620229240	80.807049	-69.621952	18.146	0.131	18.2	0.105	16.283	0.056	14.341	0.049	12.71	0.02	11.81	0.02	11.35	0.01	10.942	0.027	10.915	0.021	10.827	0.03	10.462	0.024	10.31	0.093																																																																				
23064	SSTISAGEMA_J052313.69-693719.0	SSTM1SAGE1_J052313.65-693719.9	123277157	1008053632	1539798344	1529362504	1620229240	80.807049	-69.621952	18.146	0.131	18.2	0.105	16.283	0.056	14.341	0.049	12.71	0.02	11.81	0.02	11.35	0.01	10.942	0.027	10.915	0.021	10.827	0.03	10.462	0.024	10.31	0.093																																																																				
5888278	SSTISAGEMA_J051207.83-693828.6		0	1005297787	1538486183	0	1606577974	78.032638	-69.641302	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.31	0.01	11.28	0.01	10.684	0.023	9.943	0.023	10.133	0.022	10.099	0.027	9.475	0.028	99.999	99.999																																																																				
114277	SSTISAGEMA_J050905.88-692835.2	SSTM1SAGE1_J050905.72-692834.4	0	1004552638	1538146716	1529387248	1609101752	77.274501	-69.476465	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	13.61	0.02	12.56	0.01	11.93	0.01	11.079	0.034	11.128	0.025	10.974	0.029	10.633	0.034	10.58	0.138																																																																				
7032	SSTISAGEMA_J050034.01-692313.0	SSTM1SAGE1_J050033.95-692313.1	103956618	1002680091	1537293662	1529315827	1612725547	75.141719	-69.386963	99.999	99.999	19.371	0.048	16.603	0.268	14.045	0.037	12.4	0.01	11.43	0.01	10.81	0.02	10.363	0.027	10.295	0.024	10.18	0.022	9.911	0.026	9.726	0.07																																																																				
25420	SSTISAGEMA_J052618.79-693727.2	SSTM1SAGE1_J052618.71-693727.1	114421697	1008850681	1540165772	1529290741	1620065135	81.578293	-69.62423	99.999	99.999	18.775	0.116	16.681	0.028	14.414	0.046	12.46	0.01	11.29	0.01	10.62	0.01	9.78	0.022	9.922	0.019	9.963	0.026	9.293	0.022	9.125	0.033																																																																				
25420	SSTISAGEMA_J052618.79-693727.2	SSTM1SAGE1_J052618.71-693727.1	114421697	1008850681	1540165772	1529290741	1620065135	81.578293	-69.62423	99.999	99.999	18.775	0.116	16.681	0.028	14.414	0.046	12.46	0.01	11.29	0.01	10.62	0.01	9.78	0.022	9.922	0.019	9.963	0.026	9.293	0.022	9.125	0.033																																																																				
26474	SSTISAGEMA_J052812.91-684715.5	SSTM1SAGE1_J052812.93-684715.2	108915330	1009354087	1540392616	1529299054	1618490275	82.053801	-68.787658	99.999	99.999	21.12	0.103	16.966	0.068	13.816	0.025	12.29	0.01	11.28	0.01	10.625	0.021	9.929	0.021	10.06	0.021	10.019	0.026	9.507	0.025	9.37	0.05																																																																				
39227	SSTISAGEMA_J054653.64-693251.1	SSTM1SAGE1_J054653.63-693251.0	112119780	1013795063	1542223958	1529307906	1630587679	86.723505	-69.547544	99.999	99.999	20.676	0.069	17.838	0.1	14.717	0.046	12.89	0.02	11.69	0.01	10.99	0.01	10.217	0.02	10.327	0.017	10.349	0.023	9.786	0.02	9.58	0.055																																																																				
38630	SSTISAGEMA_J054550.94-664809.8	SSTM1SAGE1_J054550.92-664809.6	114756990	1013614389	1542146219	1529301800	0	86.462257	-66.802744	99.999	99.999	21.075	0.079	17.42	0.039	13.911	0.029	12.26	0.02	11.15	0.02	10.484	0.023	9.761	0.025	9.917	0.019	9.991	0.023	9.444	0.025	9.442	0.053																																																																				
17233	SSTISAGEMA_J051405.00-682758.4	SSTM1SAGE1_J051404.94-682758.6	112948245	1005779116	1538710985	1529274987	1605125043	78.520834	-68.466229	99.999	99.999	18.587	0.07	16.212	0.048	13.873	0.04	12.41	0.02	11.44	0.02	10.98	0.03	10.306	0.017	10.248	0.014	9.945	0.019	9.557	0.019	8.195	0.027																																																																				
33261	SSTISAGEMA_J053724.38-705127.6	SSTM1SAGE1_J053724.44-705127.9	110598714	1011804084	1541407741	1529284435	1629260611	84.351624	-70.85768	99.999	99.999	19.836	0.096	16.382	0.03	13.564	0.034	11.95	0.01	10.88	0.01	10.165	0.023	9.493	0.035	9.595	0.019	9.461	0.025	9.001	0.024	8.872	0.036																																																																				
11329	SSTISAGEMA_J050649.19-692913.5	SSTM1SAGE1_J050649.27-692913.7	118691699	1004017213	1537901173	1529294312	1609065637	76.704993	-69.487099	99.999	99.999	21.077	0.146	17.063	0.044	13.877	0.191	12.36	0.02	11.23	0.01	10.49	0.01	9.725	0.025	9.917	0.023	9.927	0.027	9.366	0.029	9.24	0.043																																																																				
19338	SSTISAGEMA_J051747.55-701102.7	SSTM1SAGE1_J051747.60-701102.9	106983155	1006697904	1539151124	1529279763	1603339140	79.448163	-70.184088	99.999	99.999	21.026	0.122	16.962	0.062	13.777	0.055	11.92	0.01	10.8	0.01	10.16	0.02	9.305	0.034	9.462	0.015	9.538	0.026	8.867	0.017	8.608	0.029																																																																				
29573	SSTISAGEMA_J053208.38-694256.6	SSTM1SAGE1_J053208.28-694256.3	109657511	1010412762	1540851548	1529316004	1624421041	83.034953	-69.715735	99.999	99.999	18.609	0.092	16.553	0.04	14.134	0.048	12.52	0.01	11.53	0.01	10.96	0.01	10.265	0.021	10.335	0.018	10.163	0.02	9.811	0.021	9.729	0.061																																																																				
2919423	SSTISAGEMA_J052406.13-695306.0		123578186	1008279786	1539901545	0	1620637190	81.025575	-69.885013	19.59	0.229	18.324	0.107	16.663	0.046	14.659	0.122	13.09	0.01	12.18	0.01	11.73	0.01	11.058	0.026	11.14	0.024	10.915	0.031	10.735	0.03	99.999	99.999																																																																				
37061	SSTISAGEMA_J054300.93-681539.6	SSTM1SAGE1_J054300.93-681539.9	115907704	1013087049	1541917197	1529327037	1630242792	85.753901	-68.26101	20.24	0.139	18.597	0.04	17.032	0.028	14.691	0.046	12.98	0.01	12.03	0.01	11.55	0.01	10.82	0.031	10.862	0.022	10.619	0.031	10.411	0.03	9.896	0.072																																																																				
15786	SSTISAGEMA_J051314.19-684749.9	SSTM1SAGE1_J051314.15-684749.7	123467056	1005572933	1538613496	1529288358	1604990364	78.309154	-68.797196	18.27	0.082	17.687	0.057	16.005	0.038	13.802	0.035	12.21	0.01	11.31	0.01	10.84	0.02	10.265	0.026	10.218	0.021	9.954	0.028	9.658	0.024	9.04	0.047																																																																				
50972	SSTISAGEMA_J051004.19-693445.7	SSTM1SAGE1_J051004.25-693445.5	0	1004791504	1538254130	1529280186	1606602019	77.517487	-69.579366	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.07	0.02	10.822	0.022	10.078	0.021	9.307	0.034	9.484	0.019	9.563	0.024	8.967	0.019	8.637	0.025																																																																				
26469	SSTISAGEMA_J052812.74-701712.0	SSTM1SAGE1_J052812.83-701712.6	115397284	1009353199	1540392294	1529298947	1621058152	82.053102	-70.286679	99.999	99.999	20.134	0.09	16.901	0.096	13.965	0.108	12.4	0.02	11.39	0.02	10.83	0.02	10.003	0.021	10.168	0.02	10.156	0.023	9.655	0.022	9.368	0.052																																																																				
2702543	SSTISAGEMA_J052146.02-691603.3		107678022	1007687127	1539624634	0	1600544956	80.441788	-69.26761	20.5	0.229	18.868	0.051	16.913	0.059	14.618	0.041	12.9	0.02	11.97	0.02	11.48	0.02	10.812	0.022	10.845	0.021	10.706	0.021	10.467	0.034	99.999	99.999																																																																				
23083	SSTISAGEMA_J052335.15-695958.8	SSTM1SAGE1_J052335.14-695958.8	108055784	1008146342	1539840673	1529301530	1620752971	80.896481	-69.999668	99.999	99.999	19.994	0.131	16.371	0.066	13.949	0.177	12.64	0.01	11.52	0.01	10.8	0.02	10.231	0.026	10.225	0.026	10.192	0.026	9.806	0.027	9.436	0.047																																																																				
29097	SSTISAGEMA_J053135.76-692137.5	SSTM1SAGE1_J053135.74-692137.3	109556104	1010265293	1540789592	1529279056	1623503844	82.899029	-69.360429	20.025	0.3	20.045	0.095	17.431	0.089	14.178	0.039	12.22	0.02	11.1	0.02	10.45	0.03	9.692	0.019	9.775	0.019	9.704	0.027	9.145	0.024	8.559	0.029																																																																				
29131	SSTISAGEMA_J053100.65-695554.5	SSTM1SAGE1_J053100.62-695554.3	109446363	1010106135	1540721679	1529282593	1624478227	82.752726	-69.931818	21.037	0.386	18.844	0.063	16.424	0.069	13.671	0.083	11.91	0.02	10.92	0.01	10.41	0.03	9.63	0.017	9.78	0.019	9.719	0.018	9.224	0.021	8.776	0.032																																																																				
32096	SSTISAGEMA_J053446.28-700845.7	SSTM1SAGE1_J053446.25-700845.3	121097621	1011111600	1541141132	1529285488	1625149213	83.692846	-70.14603	20.714	0.334	18.914	0.08	16.548	0.119	13.781	0.044	11.81	0.02	10.71	0.03	10.22	0.03	9.558	0.022	9.699	0.022	9.595	0.021	9.107	0.026	8.923	0.031																																																																				
25491	SSTISAGEMA_J052645.79-701715.3	SSTM1SAGE1_J052645.90-701715.8	108642528	1008973218	1540219368	1529360541	1621027327	81.690808	-70.287604	99.999	99.999	19.297	0.107	16.398	0.082	13.956	0.058	12.34	0.02	11.41	0.01	10.9	0.01	10.489	0.028	10.573	0.02	10.504	0.026	10.134	0.028	10.29	0.096																																																																				
41571	SSTISAGEMA_J055311.73-684720.8	SSTM1SAGE1_J055311.70-684721.0	100181224	0	1542595156	1529280599	1632901684	88.298893	-68.789121	99.999	99.999	21.914	0.174	18.388	0.043	14.826	0.035	12.143	0.021	10.981	0.025	10.177	0.021	9.605	0.029	9.554	0.023	9.538	0.043	9.168	0.037	8.66	0.033																																																																				
43773	SSTISAGEMA_J060229.98-681946.8	SSTM1SAGE1_J060229.96-681946.8	100995322	0	1542869930	1529298795	0	90.624955	-68.329693	99.999	99.999	21.275	0.126	17.358	0.022	13.948	0.034	12.532	0.022	11.467	0.022	10.793	0.023	10.007	0.025	10.168	0.025	10.078	0.027	9.624	0.025	9.365	0.039																																																																				
57092	SSTISAGEMA_J053105.88-692639.5	SSTM1SAGE1_J053105.83-692639.3	0	1010129712	1540731761	1529293516	1623639187	82.774511	-69.444329	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.78	0.02	11.68	0.01	10.98	0.02	10.101	0.02	10.295	0.023	10.423	0.029	9.684	0.024	9.216	0.036																																																																				
29057	SSTISAGEMA_J053106.59-701712.6	SSTM1SAGE1_J053106.58-701712.7	109466318	1010133119	1540733120	1529280635	1625425044	82.777484	-70.28684	99.999	99.999	21.13	0.151	16.658	0.057	13.756	0.038	11.86	0.02	10.78	0.02	10.107	0.021	9.284	0.033	9.477	0.019	9.472	0.026	8.892	0.023	8.663	0.031																																																																				
36808	SSTISAGEMA_J054250.68-693022.2	SSTM1SAGE1_J054250.65-693022.9	120268258	1013053787	1541902575	1529281767	1630875885	85.711179	-69.506183	99.999	99.999	21.223	0.106	17.034	0.042	13.817	0.199	12.09	0.02	10.96	0.01	10.256	0.025	9.472	0.034	9.62	0.023	9.669	0.028	9.007	0.027	8.728	0.039																																																																				
