ID	IRAC_Designation	MIPS_Designation	MCPS_ID	IRSF_ID	IRAC_ID	MIPS_ID	OGLE_ID	RA	DEC	U	U_ERR	B	B_ERR	V	V_ERR	I	I_ERR	J	J_ERR	H	H_ERR	K	K_ERR	[3.6]	3.6ERR	[4.5]	4.5ERR	[5.8]	5.8ERR	[8.0]	8.0ERR	[24]	24ERR	ObjId	SSId	NAME	SpClass	RAJ2000	DEJ2000	AOR	PID	PI	Umag	Bmag	Vmag	Imag	OGLE3ID	<Vmag>	<Imag>	IAmp	Per	2MASS	J2mag	H2mag	Ks2mag	IRSF	Jmag	Hmag	Ksmag	IRAC	[3.6]2	[4.5]2	[5.8]2	[8.0]2	F3.6	F4.5	F5.8	F8.0	MIPS24	[24]	F24	MIPS70	[70]	F70	MIPS160	[160]	F160	HERSCHEL	RAHdeg	DEHdeg	F100P	F160P	F250S	F350S	F500S	mbolph	mbolMcD	TeffMcD	Flag	SSID	Name	SSTISAGE	MACHO	Per.1	Per2	u_Per	OGLE	PerO	Class	RAJ2000.1	DEJ2000.1
36431	SSTISAGEMA_J054059.22-691836.2	SSTM1SAGE1_J054059.16-691836.0	111174937	1012658453	1541737144	1529265168	0	85.246762	-69.310058	16.925	0.044	15.524	0.02	13.296	0.01	10.824	0.092	8.772	0.025	7.939	0.042	7.491	0.029	7.066	0.033	6.915	0.021	6.644	0.018	6.132	0.02	3.676	0.007	734	4739	                HV 1017	     RSG	85.2466	-69.3101	11239424	3591	      Kemper	16.925	15.524	13.296	10.824										05405923-6918362				SSTISAGEMA J054059.22-691836.2	7.1056	6.9134	6.6444	6.5743	0.404	0.3085	0.2529	0.1522	SSTM1SAGE1 J054059.16-691836.0	3.6802	0.2418															-7.89	-7.77	3100	0												
35583	SSTISAGEMA_J054106.91-691714.6	SSTM1SAGE1_J054106.90-691715.0	122423277	1012686056	1541748649	1529265656	0	85.278811	-69.287413	17.093	0.13	15.414	0.01	13.356	0.01	10.637	0.047	8.956	0.024	8.17	0.038	7.772	0.017	7.338	0.028	7.406	0.024	7.135	0.017	6.811	0.017	4.669	0.009	735	4740	                HV 2781	     RSG	85.2786	-69.2875	25688832	50167	     Clayton	17.093	15.414	13.356	10.637						2MASS J05410689-6917147	8.956	8.17	7.772	05410692-6917147				SSTISAGEMA J054106.91-691714.6	7.3282	7.4096	7.136	6.8205	0.3291	0.1953	0.1608	0.1214	SSTM1SAGE1 J054106.90-691715.0	4.6429	0.0996															-7.67	-7.54	3152	0												
36587	SSTISAGEMA_J054200.71-691136.9	SSTM1SAGE1_J054200.67-691137.1	115532407	1012881840	1541829310	1529268256	0	85.502959	-69.193593	17.677	0.099	15.579	0.038	13.674	0.077	9.421	0.069	9.9	0.023	9.017	0.024	8.683	0.021	8.414	0.033	8.631	0.028	9.034	0.093	8.037	0.019	6.624	0.02	741	4748	              WOH S 480	     RSG	85.5029	-69.1937	25689088	50167	     Clayton	17.677	15.579	13.674	9.421						2MASS J05420071-6911369	9.9	9.017	8.683	05420072-6911369				SSTISAGEMA J054200.71-691136.9	8.4216	8.6296	8.3443	8.0514	0.1202	0.06349	0.0528	0.0391	SSTM1SAGE1 J054200.67-691137.1	6.6422	0.0158															-7.44	-6.96	3190	0												
36952	SSTISAGEMA_J054235.34-690848.4	SSTM1SAGE1_J054235.37-690848.4	113758873	1013002328	1541880492	1529265848	0	85.647272	-69.146791	16.433	0.07	14.634	0.01	12.616	0.01	99.999	99.999	8.842	0.02	8.017	0.024	7.706	0.02	7.454	0.029	7.626	0.026	7.367	0.02	7.033	0.018	4.947	0.008	745	4752	                HV 2798	     RSG	85.6476	-69.1467	25689344	50167	     Clayton	16.433	14.634	12.616							2MASS J05423534-6908485	8.842	8.017	7.706	05423535-6908484				SSTISAGEMA J054235.34-690848.4	7.4605	7.6274	7.3648	7.046	0.2913	0.1598	0.1303	0.0986	SSTM1SAGE1 J054235.37-690848.4	4.9238	0.0769															-7.89	-7.76	3243	0												
572587	SSTISAGEMA_J045330.88-691749.7		102828422	1001389165	1536777908	0	0	73.378702	-69.297143	18.033	0.059	15.761	0.03	13.833	0.038	99.999	99.999	9.321	0.022	8.457	0.038	8.056	0.024	7.503	0.022	7.457	0.027	7.128	0.016	6.514	0.025	99.999	99.999					73.3785833	-69.2971806																																															16	GV 60                    	MC J045330.88-691749.7							RSG            	04 53 30.86	-69 17 49.85				
35092	SSTISAGEMA_J053815.99-691011.2	SSTM1SAGE1_J053816.03-691010.8	110740849	1012016918	1541490288	1529265479	0	84.566634	-69.169782	99.999	99.999	16.798	0.041	15.037	0.028	99.999	99.999	9.308	0.02	8.336	0.018	7.867	0.024	7.551	0.027	7.305	0.025	6.984	0.018	6.332	0.023	4.365	0.024																																																																				
23691	SSTISAGEMA_J052406.99-692336.7	SSTM1SAGE1_J052406.92-692337.0	108154035	1008283469	1539903178	1529277012	0	81.029136	-69.393546	17.12	0.037	15.567	0.497	14.849	0.045	12.106	0.055	10.93	0.02	9.947	0.026	9.642	0.023	9.725	0.028	9.582	0.022	9.378	0.028	9.224	0.03	8.397	0.026																																																																				
126292	SSTISAGEMA_J045128.99-685750.0	SSTM1SAGE1_J045128.96-685749.8	0	1001071544	1536663629	1529265006	1615442761	72.87083	-68.96391	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	10.91	0.01	9.92	0.02	7.914	0.015	7.731	0.039	7.204	0.021	6.905	0.024	5.832	0.028	3.147	0.006																																																																				
25850	SSTISAGEMA_J052710.19-693626.9	SSTM1SAGE1_J052710.20-693626.6	108719269	1009081869	1540267849	1529270221	1620159304	81.792499	-69.607475	15.741	0.057	19.194	0.067	15.253	0.044	13.571	0.048	10.7	0.01	9.97	0.02	99.999	99.999	8.941	0.044	8.606	0.028	8.325	0.022	8.054	0.019	7.349	0.022																																																																				
30413	SSTISAGEMA_J053259.94-704123.6	SSTM1SAGE1_J053259.95-704123.8	115549935	1010644001	1540948046	1529289388	1624756479	83.249763	-70.689896	19.483	0.069	16.402	0.03	14.712	0.025	12.743	0.074	11.8	0.02	11.03	0.01	10.6	0.02	10.236	0.039	9.992	0.021	9.901	0.04	9.586	0.025	9.079	0.041																																																																				
10977	SSTISAGEMA_J050627.67-681203.7	SSTM1SAGE1_J050627.56-681203.6	119440328	1003938475	1537863704	1529269863	1608257456	76.615299	-68.201032	18.287	0.071	17.831	0.028	16.412	0.029	12.167	0.039	10.54	0.02	9.87	0.03	9.111	0.023	9.023	0.032	8.97	0.03	8.68	0.025	8.35	0.026	7.245	0.022																																																																				
56714	SSTISAGEMA_J052859.96-674501.4	SSTM1SAGE1_J052859.96-674501.9	0	1009564640	1540485858	1529292794	0	82.249869	-67.750402	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	11.1	0.02	10.29	0.02	10.066	0.021	9.876	0.024	9.906	0.021	9.69	0.026	9.518	0.028	9.194	0.042																																																																				
27277	SSTISAGEMA_J052903.15-694806.8	SSTM1SAGE1_J052903.16-694807.0	109075104	1009578729	1540492182	1529267293	0	82.263152	-69.801896	22.393	0.24	15.524	0.071	18.263	0.105	12.479	0.352	10.18	0.02	9.104	0.023	8.737	0.019	8.362	0.029	8.176	0.024	7.954	0.02	7.675	0.015	6.134	0.014																																																																				
31536	SSTISAGEMA_J053421.41-692200.2	SSTM1SAGE1_J053421.44-692200.4	110068157	1011002607	1541097147	1529278863	0	83.58923	-69.366749	16.263	0.07	14.544	0.01	12.776	0.01	11.034	0.053	9.81	0.02	9.113	0.024	8.891	0.02	8.768	0.022	8.728	0.023	8.62	0.017	8.518	0.02	8.544	0.035																																																																				
34005	SSTISAGEMA_J053720.50-691938.5	SSTM1SAGE1_J053720.54-691938.8	110589512	1011788185	1541401415	1529268135	0	84.335421	-69.327388	16.379	0.054	14.064	0.01	12.526	0.01	10.679	0.045	9.418	0.026	8.541	0.024	8.278	0.034	8.058	0.032	8.193	0.029	7.944	0.02	7.655	0.019	6.572	0.018																																																																				
31188	SSTISAGEMA_J053329.58-673137.6	SSTM1SAGE1_J053329.60-673137.7	123209100	1010775817	1541002631	1529273658	0	83.37325	-67.52713	16.562	0.07	14.714	0.01	13.216	0.01	99.999	99.999	9.84	0.03	9.151	0.027	8.825	0.019	8.656	0.022	8.797	0.021	8.66	0.016	8.585	0.019	8.033	0.029																																																																				
29392	SSTISAGEMA_J053103.41-690540.0	SSTM1SAGE1_J053103.43-690540.1	113456210	1010118668	1540726953	1529276569	0	82.764217	-69.094463	16.303	0.05	14.624	0.01	12.766	0	99.999	99.999	9.621	0.021	8.787	0.029	8.582	0.025	8.345	0.028	8.522	0.031	8.396	0.021	8.332	0.022	8.359	0.037																																																																				
29337	SSTISAGEMA_J053118.42-690928.2	SSTM1SAGE1_J053118.44-690927.8	109502430	1010186970	1540756092	1529274551	0	82.82677	-69.157849	16.096	0.039	14.949	0.018	13.545	0.058	99.999	99.999	9.778	0.023	8.954	0.025	8.628	0.023	8.37	0.031	8.489	0.027	8.331	0.018	8.225	0.02	8.145	0.026																																																																				
33745	SSTISAGEMA_J053730.64-690233.0	SSTM1SAGE1_J053730.71-690233.2	110615307	1011829690	1541417793	1529268505	0	84.377681	-69.042527	17.926	0.136	15.695	0.032	13.734	0.036	99.999	99.999	9.86	0.03	9.057	0.023	8.721	0.023	8.46	0.023	8.547	0.027	8.347	0.019	8.118	0.019	6.743	0.034																																																																				
22930	SSTISAGEMA_J052333.97-691906.9	SSTM1SAGE1_J052333.95-691906.8	116890484	1008141218	1539838363	1529274496	0	80.891546	-69.31859	16.143	0.07	14.544	0.01	12.706	0.01	10.863	0.213	9.832	0.023	9.135	0.026	8.898	0.023	8.712	0.03	8.832	0.033	8.711	0.024	8.613	0.023	8.139	0.028																																																																				
27592	SSTISAGEMA_J052843.16-671828.4	SSTM1SAGE1_J052843.18-671828.4	109010785	1009489154	1540452502	1529271145	0	82.179872	-67.307901	16.613	0.08	14.784	0.01	12.896	0.01	99.999	99.999	9.62	0.02	8.67	0.02	8.582	0.019	8.337	0.03	8.571	0.033	8.317	0.019	8.1	0.021	7.581	0.025																																																																				
28330	SSTISAGEMA_J053033.46-671715.1	SSTM1SAGE1_J053033.46-671715.0	109361990	1009983975	1540668695	1529271604	0	82.639424	-67.287551	14.003	0.02	13.734	0.01	12.436	0.01	99.999	99.999	9.215	0.022	8.393	0.026	8.121	0.027	8.014	0.031	8.115	0.03	7.931	0.021	7.826	0.019	7.686	0.031																																																																				
3929307	SSTISAGEMA_J053532.79-690419.2		110279870	1011317781	1541220974	0	0	83.886645	-69.072005	14.933	0.02	14.634	0.01	13.126	0.01	99.999	99.999	9.449	0.021	8.567	0.034	8.197	0.021	7.942	0.031	8.094	0.022	7.902	0.022	7.79	0.017	99.999	99.999																																																																				
33067	SSTISAGEMA_J053640.55-692316.2	SSTM1SAGE1_J053640.54-692316.8	110474968	1011619042	1541335537	1529267927	0	84.168979	-69.387851	17.118	0.178	14.504	0.02	12.996	0.01	99.999	99.999	9.86	0.03	9.061	0.025	8.812	0.023	8.518	0.033	8.549	0.029	8.277	0.022	7.899	0.018	6.466	0.021																																																																				
28203	SSTISAGEMA_J053009.55-691103.6	SSTM1SAGE1_J053009.47-691103.4	109287694	1009876370	1540622114	1529270308	0	82.539804	-69.18436	17.607	0.063	15.766	0.021	13.759	0.041	9.811	0.083	9.839	0.021	8.942	0.025	8.641	0.023	8.388	0.034	8.596	0.031	8.37	0.022	8.258	0.019	7.369	0.024																																																																				
35771	SSTISAGEMA_J054025.34-691530.2	SSTM1SAGE1_J054025.27-691530.3	123437009	1012535582	1541686705	1529267008	0	85.105588	-69.258399	14.593	0.02	14.184	0.01	12.556	0.01	11.162	0.118	9.774	0.024	9.073	0.025	8.783	0.021	8.442	0.033	8.36	0.025	8.096	0.022	7.675	0.019	5.97	0.017																																																																				
4855	SSTISAGEMA_J045617.39-662729.7	SSTM1SAGE1_J045617.36-662730.2	103238725	1001880036	1536958572	1529272822	0	74.072492	-66.458268	15.599	0.037	14.561	0.03	12.827	0.075	9.91	0.17	9.46	0.023	8.646	0.027	8.341	0.023	8.146	0.03	8.366	0.027	8.183	0.022	8.124	0.02	7.907	0.02																																																																				
5040	SSTISAGEMA_J045623.23-662711.9	SSTM1SAGE1_J045623.22-662712.2	103255824	1001898626	1536965329	1529266052	0	74.096804	-66.453324	14.757	0.065	14.409	0.033	12.56	0.096	99.999	99.999	9.021	0.021	8.161	0.036	7.893	0.026	7.473	0.032	7.535	0.023	7.226	0.017	6.75	0.016	5.183	0.012																																																																				
5058	SSTISAGEMA_J045651.26-662348.9	SSTM1SAGE1_J045651.22-662349.8	103327893	1001989066	1536998829	1529266161	0	74.213614	-66.396932	16.43	0.103	15.083	0.032	13.149	0.161	10.518	0.392	9.179	0.021	8.366	0.018	8.007	0.021	7.755	0.03	7.877	0.022	7.529	0.018	7.121	0.023	5.292	0.018																																																																				
10053	SSTISAGEMA_J050409.80-701217.7	SSTM1SAGE1_J050409.84-701217.7	104590029	1003420208	1537628792	1529273108	0	76.040856	-70.204918	14.923	0.02	14.404	0.01	12.916	0.01	99.999	99.999	9.42	0.03	8.676	0.04	8.39	0.025	8.256	0.037	8.422	0.032	8.188	0.022	8.091	0.021	7.952	0.023																																																																				
9804	SSTISAGEMA_J050441.75-704237.2	SSTM1SAGE1_J050441.71-704237.2	118105250	1003539934	1537682146	1529266251	0	76.173987	-70.71036	16.963	0.13	15.224	0.02	13.336	0.01	10.07	0.21	9.184	0.023	8.38	0.029	8.029	0.031	7.831	0.031	7.948	0.028	7.63	0.02	7.38	0.019	5.378	0.009																																																																				
10320	SSTISAGEMA_J050509.95-704003.6	SSTM1SAGE1_J050509.93-704003.6	104765078	1003649155	1537729828	1529272358	0	76.291491	-70.667669	16.133	0.06	14.564	0.01	12.676	0.01	99.999	99.999	9.429	0.023	8.647	0.04	8.383	0.022	8.196	0.029	8.357	0.026	8.181	0.022	8.097	0.021	7.831	0.023																																																																				
10774	SSTISAGEMA_J050556.68-703523.9	SSTM1SAGE1_J050556.64-703523.5	118311858	1003821717	1537809998	1529265885	0	76.486199	-70.589974	16.592	0.057	14.744	0.01	12.816	0.01	10.445	0.054	9.234	0.021	8.44	0.038	8.114	0.026	7.785	0.031	7.877	0.026	7.538	0.018	7.12	0.018	4.993	0.008																																																																				
10848	SSTISAGEMA_J050559.50-704811.3	SSTM1SAGE1_J050559.48-704811.4	104909104	1003832434	1537814756	1529265573	0	76.497936	-70.80316	16.763	0.09	15.314	0.01	13.486	0.01	8.92	0.217	9.483	0.023	8.715	0.044	8.315	0.023	7.703	0.03	7.725	0.026	7.409	0.019	6.924	0.018	4.523	0.007																																																																				
11690	SSTISAGEMA_J050636.39-703238.6	SSTM1SAGE1_J050636.27-703238.4	124015566	1003970812	1537878812	1529267106	0	76.651649	-70.544063	16.633	0.09	15.064	0.01	13.156	0.01	11.137	0.049	9.82	0.03	9.19	0.03	8.75	0.022	8.538	0.033	8.628	0.03	8.46	0.017	8.183	0.02	6.029	0.016																																																																				
11716	SSTISAGEMA_J050732.52-703904.3	SSTM1SAGE1_J050732.48-703904.3	105180873	1004179408	1537978330	1529265619	0	76.885501	-70.651216	17.143	0.09	15.284	0.01	13.136	0.01	10.269	0.267	9.33	0.03	8.419	0.033	8.018	0.017	7.712	0.026	7.703	0.027	7.375	0.021	6.965	0.017	4.611	0.007																																																																				
15569	SSTISAGEMA_J051246.36-671937.8	SSTM1SAGE1_J051246.36-671937.8	114882826	1005459922	1538559917	1529265130	0	78.193194	-67.327174	16.869	0.076	15.137	0.029	12.998	0.117	9.604	0.139	8.783	0.025	7.982	0.033	7.59	0.027	7.186	0.028	6.947	0.023	6.631	0.019	6.045	0.023	3.562	0.006																																																																				
18577	SSTISAGEMA_J051708.96-693221.2	SSTM1SAGE1_J051709.04-693221.6	113654602	1006534019	1539074254	1529265435	0	79.287345	-69.539233	15.123	0.05	14.854	0.04	13.346	0.01	99.999	99.999	9.015	0.027	8.163	0.027	7.824	0.022	7.515	0.035	7.498	0.026	7.19	0.019	6.66	0.017	4.301	0.011																																																																				
19848	SSTISAGEMA_J051903.24-693955.2	SSTM1SAGE1_J051903.24-693954.9	121715479	1007009619	1539303021	1529265610	0	79.7635	-69.665346	13.443	0.01	13.214	0.01	11.756	0	99.999	99.999	8.53	0.029	7.913	0.038	7.604	0.029	7.369	0.03	7.326	0.019	7.032	0.016	6.514	0.021	4.599	0.007																																																																				
21589	SSTISAGEMA_J052127.96-693016.1	SSTM1SAGE1_J052128.00-693016.3	107626952	1007614583	1539589014	1529265628	0	80.366509	-69.504496	17.914	0.073	15.324	0.05	13.546	0.02	10.718	0.066	9.35	0.02	8.504	0.057	8.145	0.023	8.033	0.035	7.966	0.028	7.681	0.02	7.137	0.018	4.624	0.01																																																																				
22423	SSTISAGEMA_J052231.10-693404.9	SSTM1SAGE1_J052231.02-693405.2	107841291	1007873767	1539714646	1529269153	0	80.629602	-69.568046	16.523	0.12	14.984	0.03	13.126	0.01	11.165	0.162	9.65	0.03	8.7	0.02	8.649	0.022	8.908	0.104	8.527	0.03	8.206	0.02	7.808	0.019	7.008	0.018																																																																				
22532	SSTISAGEMA_J052302.73-692037.1	SSTM1SAGE1_J052302.71-692037.1	118458992	1008006578	1539776837	1529268003	0	80.76141	-69.343643	16.923	0.09	15.114	0.02	13.236	0.01	10.939	0.11	9.57	0.02	8.827	0.025	8.513	0.023	8.241	0.034	8.44	0.025	8.223	0.021	8.051	0.02	6.506	0.015																																																																				
25194	SSTISAGEMA_J052627.37-691055.8	SSTM1SAGE1_J052627.39-691055.8	108586359	1008889640	1540182954	1529265320	0	81.614074	-69.182176	16.733	0.11	15.474	0.02	13.626	0.01	99.999	99.999	8.934	0.025	8.078	0.049	7.705	0.018	7.404	0.046	7.468	0.026	7.155	0.018	6.577	0.017	4.088	0.007																																																																				
25290	SSTISAGEMA_J052628.20-690757.6	SSTM1SAGE1_J052628.19-690757.9	108588867	1008893316	1540184572	1529267805	0	81.61751	-69.132682	17.063	0.14	15.084	0.02	13.126	0.01	99.999	99.999	9.606	0.022	8.759	0.04	8.483	0.021	8.256	0.028	8.433	0.033	8.225	0.022	7.991	0.02	6.405	0.015																																																																				
25643	SSTISAGEMA_J052642.71-685713.1	SSTM1SAGE1_J052642.61-685712.8	108631609	1008958927	1540213343	1529266268	0	81.677996	-68.953649	17.513	0.066	14.991	0.018	13.825	0.027	99.999	99.999	9.613	0.022	8.826	0.024	8.55	0.023	8.139	0.026	8.136	0.03	7.865	0.017	7.501	0.02	5.391	0.012																																																																				
25856	SSTISAGEMA_J052710.28-691617.5	SSTM1SAGE1_J052710.32-691617.5	108718505	1009082168	1540268048	1529268524	0	81.792861	-69.27154	17.033	0.14	15.094	0.02	13.216	0.01	11.056	0.096	9.812	0.021	9.002	0.024	8.784	0.021	8.579	0.034	8.702	0.027	8.519	0.022	8.35	0.018	6.751	0.022																																																																				
26198	SSTISAGEMA_J052714.19-691110.8	SSTM1SAGE1_J052714.26-691111.3	108730167	1009099183	1540275802	1529266021	0	81.809131	-69.18636	17.622	0.106	14.83	0.021	13.692	0.031	99.999	99.999	9.355	0.021	8.551	0.042	8.192	0.027	7.78	0.028	7.852	0.025	7.568	0.021	7.271	0.017	5.148	0.013																																																																				
25882	SSTISAGEMA_J052729.67-671413.1	SSTM1SAGE1_J052729.70-671413.3	108779331	1009166938	1540306716	1529266005	0	81.873662	-67.236993	15.323	0.03	14.394	0.01	12.856	0.01	99.999	99.999	9.03	0.023	8.298	0.044	7.971	0.033	7.523	0.028	7.275	0.023	6.938	0.017	6.442	0.026	5.132	0.009																																																																				
26593	SSTISAGEMA_J052747.47-691320.6	SSTM1SAGE1_J052747.48-691320.9	123100409	1009244306	1540342122	1529265308	0	81.947833	-69.222396	14.493	0.02	14.264	0.01	12.736	0.01	10.349	0.142	8.815	0.021	7.998	0.042	7.604	0.027	7.306	0.033	7.275	0.027	6.862	0.017	6.118	0.023	4.056	0.007																																																																				
26672	SSTISAGEMA_J052800.02-690742.4	SSTM1SAGE1_J052800.03-690742.4	108880012	1009298424	1540366950	1529266970	0	82.000097	-69.12846	15.453	0.05	14.814	0.02	13.106	0.01	99.999	99.999	9.81	0.03	9.286	0.025	8.995	0.023	8.611	0.028	8.629	0.026	8.364	0.022	7.934	0.018	5.946	0.016																																																																				
26883	SSTISAGEMA_J052805.94-690713.3	SSTM1SAGE1_J052805.87-690713.3	120786951	1009323951	1540378787	1529265535	0	82.024783	-69.12038	17.599	0.072	15.739	0.026	14.115	0.024	99.999	99.999	9.416	0.024	8.578	0.04	8.149	0.033	7.555	0.031	7.535	0.025	7.256	0.019	6.793	0.017	4.455	0.008																																																																				
26328	SSTISAGEMA_J052808.04-691311.0	SSTM1SAGE1_J052808.03-691311.1	113189324	1009332978	1540382910	1529265574	0	82.033511	-69.219746	16.723	0.12	15.074	0.02	13.066	0.01	99.999	99.999	9.185	0.026	8.36	0.04	8.001	0.024	7.741	0.026	7.682	0.022	7.445	0.019	6.944	0.017	4.526	0.008																																																																				
26743	SSTISAGEMA_J052815.87-691201.0	SSTM1SAGE1_J052815.85-691201.1	119065893	1009367160	1540398508	1529273531	0	82.066152	-69.200288	15.473	0.05	14.724	0.02	13.056	0.01	99.999	99.999	9.625	0.024	8.8	0.025	8.514	0.021	8.28	0.032	8.541	0.029	8.362	0.019	8.3	0.025	8.016	0.025																																																																				
26678	SSTISAGEMA_J052818.57-690734.9	SSTM1SAGE1_J052818.54-690734.7	108934251	1009379260	1540403791	1529266941	0	82.077389	-69.126374	13.943	0.02	14.014	0.01	12.886	0.01	9.378	0.132	9.486	0.024	8.657	0.026	8.314	0.033	8.125	0.027	8.291	0.025	8.03	0.021	7.661	0.018	5.928	0.014																																																																				
27039	SSTISAGEMA_J052830.33-690044.5	SSTM1SAGE1_J052830.29-690044.4	118059191	1009431232	1540427192	1529267848	0	82.126387	-69.012363	17.024	0.05	14.934	0.02	13.036	0.01	99.999	99.999	9.54	0.03	8.772	0.02	8.503	0.019	8.296	0.038	8.429	0.033	8.199	0.022	7.914	0.02	6.424	0.016																																																																				
26993	SSTISAGEMA_J052831.52-690531.1	SSTM1SAGE1_J052831.47-690531.2	116135626	1009436534	1540429451	1529266018	0	82.131347	-69.091977	16.883	0.14	15.304	0.02	13.286	0.01	99.999	99.999	9.29	0.022	8.396	0.034	8.049	0.031	7.775	0.033	7.938	0.03	7.658	0.019	7.34	0.019	5.147	0.011																																																																				
27541	SSTISAGEMA_J052835.97-682615.4	SSTM1SAGE1_J052835.94-682615.4	108988435	1009456444	1540438243	1529265906	0	82.149912	-68.437624	16.693	0.09	14.614	0.01	12.606	0.01	11.075	0.36	9.058	0.027	8.295	0.042	7.866	0.02	7.571	0.028	7.725	0.026	7.491	0.019	7.089	0.018	5.013	0.008																																																																				
27272	SSTISAGEMA_J052836.56-684238.5	SSTM1SAGE1_J052836.55-684238.5	108993058	1009459151	1540439377	1529266736	0	82.152356	-68.710719	16.353	0.06	14.674	0.01	12.706	0.01	11.505	0.109	8.82	0.03	8.261	0.027	7.92	0.027	7.685	0.028	7.763	0.023	7.472	0.02	7.054	0.015	5.784	0.011																																																																				
27121	SSTISAGEMA_J052900.75-684633.4	SSTM1SAGE1_J052900.76-684633.6	119312671	1009568154	1540487446	1529266729	0	82.253152	-68.775971	16.403	0.09	14.994	0.02	13.106	0.01	99.999	99.999	9.557	0.026	8.739	0.045	8.435	0.023	8.196	0.034	8.299	0.027	8.019	0.021	7.655	0.018	5.782	0.012																																																																				
27409	SSTISAGEMA_J052908.38-691218.4	SSTM1SAGE1_J052908.42-691218.2	109092364	1009601992	1540502587	1529266487	0	82.284936	-69.205113	17.143	0.2	15.264	0.03	13.326	0.01	9.131	0.106	9.458	0.026	8.668	0.047	8.345	0.036	8.071	0.036	8.207	0.027	7.964	0.021	7.641	0.02	5.598	0.011																																																																				
28461	SSTISAGEMA_J052943.94-690549.9	SSTM1SAGE1_J052943.92-690550.1	120319301	1009760619	1540572431	1529265814	0	82.433103	-69.097218	16.663	0.08	14.444	0.01	12.366	0	99.999	99.999	8.989	0.029	8.18	0.042	7.882	0.024	7.614	0.03	7.586	0.021	7.318	0.019	6.965	0.017	4.895	0.008																																																																				
27874	SSTISAGEMA_J052954.93-671836.7	SSTM1SAGE1_J052954.91-671836.7	109240161	1009810235	1540593790	1529265485	0	82.478889	-67.310221	13.753	0.01	13.694	0.01	12.506	0.01	99.999	99.999	8.9	0.035	8.124	0.038	7.789	0.017	7.383	0.031	7.411	0.027	7.063	0.015	6.494	0.024	4.372	0.008																																																																				
28059	SSTISAGEMA_J053002.89-684603.9	SSTM1SAGE1_J053002.89-684603.7	109264792	1009846509	1540609251	1529268353	0	82.512047	-68.767752	16.733	0.07	14.804	0.01	12.896	0	9.496	0.054	9.48	0.03	8.652	0.034	8.406	0.023	8.188	0.038	8.403	0.025	8.15	0.021	7.986	0.018	6.667	0.017																																																																				
28518	SSTISAGEMA_J053022.08-670631.5	SSTM1SAGE1_J053022.12-670631.3	109324903	1009932994	1540646694	1529269518	0	82.59203	-67.108777	16.569	0.05	14.264	0.01	12.816	0.01	11.045	0.223	9.697	0.024	8.932	0.022	8.603	0.021	8.433	0.031	8.611	0.03	8.455	0.021	8.321	0.021	7.137	0.029																																																																				
28345	SSTISAGEMA_J053035.56-671204.3	SSTM1SAGE1_J053035.61-671204.1	119744268	1009993697	1540672773	1529271119	0	82.648178	-67.20121	16.683	0.1	14.924	0.01	13.116	0.01	99.999	99.999	9.913	0.022	9.159	0.024	8.852	0.021	8.703	0.03	8.882	0.033	8.702	0.023	8.514	0.021	7.576	0.017																																																																				
28456	SSTISAGEMA_J053041.42-691533.9	SSTM1SAGE1_J053041.46-691534.1	109386739	1010020076	1540684281	1529265312	0	82.672597	-69.259421	17.444	0.044	15.212	0.101	13.567	0.068	99.999	99.999	8.752	0.029	7.993	0.034	7.591	0.021	7.4	0.027	7.331	0.023	7.044	0.018	6.556	0.018	4.064	0.009																																																																				
28499	SSTISAGEMA_J053041.95-690523.1	SSTM1SAGE1_J053041.97-690523.2	109388776	1010022390	1540685294	1529267811	0	82.674812	-69.089771	16.413	0.06	15.184	0.01	13.376	0.01	99.999	99.999	9.889	0.021	8.75	0.02	8.756	0.022	8.47	0.037	8.633	0.033	8.351	0.02	8.048	0.02	6.407	0.018																																																																				
28644	SSTISAGEMA_J053045.16-670759.4	SSTM1SAGE1_J053045.17-670759.0	113806695	1010036539	1540691496	1529268012	0	82.688181	-67.133174	17.153	0.14	15.184	0.02	13.286	0.01	99.999	99.999	9.51	0.03	8.781	0.029	8.431	0.021	8.21	0.026	8.424	0.034	8.19	0.02	7.975	0.019	6.511	0.015																																																																				
29197	SSTISAGEMA_J053109.26-672555.0	SSTM1SAGE1_J053109.31-672554.8	109474330	1010145259	1540738327	1529266094	0	82.788592	-67.431949	16.923	0.11	14.824	0.01	12.866	0.01	99.999	99.999	8.797	0.019	7.948	0.042	7.631	0.024	7.454	0.021	7.51	0.023	7.318	0.013	7.079	0.018	5.221	0.009																																																																				
29440	SSTISAGEMA_J053115.44-690358.8	SSTM1SAGE1_J053115.45-690359.1	117461145	1010173159	1540750360	1529266732	0	82.814361	-69.06636	16.343	0.05	15.124	0.01	13.316	0.01	9.84	0.176	9.35	0.05	10.87	0.21	8.78	0.11	7.953	0.026	8.043	0.029	7.755	0.016	7.253	0.019	5.783	0.013																																																																				
29708	SSTISAGEMA_J053147.40-672303.2	SSTM1SAGE1_J053147.35-672303.5	109593440	1010318756	1540811711	1529267368	0	82.9475	-67.384243	17.003	0.15	15.114	0.01	13.216	0.01	99.999	99.999	9.594	0.021	8.842	0.038	8.588	0.021	8.362	0.025	8.459	0.027	8.258	0.016	7.996	0.015	6.182	0.018																																																																				
