ID	IRAC_Designation	MIPS_Designation	MCPS_ID	IRSF_ID	IRAC_ID	MIPS_ID	OGLE_ID	RA	DEC	U	U_ERR	B	B_ERR	V	V_ERR	I	I_ERR	J	J_ERR	H	H_ERR	K	K_ERR	[3.6]	3.6ERR	[4.5]	4.5ERR	[5.8]	5.8ERR	[8.0]	8.0ERR	[24]	24ERR	ObjId	SSId	NAME	SpClass	RAJ2000	DEJ2000	AOR	PID	PI	Umag	Bmag	Vmag	Imag	OGLE3ID	<Vmag>	<Imag>	IAmp	Per	2MASS	J2mag	H2mag	Ks2mag	IRSF	Jmag	Hmag	Ksmag	IRAC	[3.6]2	[4.5]2	[5.8]2	[8.0]2	F3.6	F4.5	F5.8	F8.0	MIPS24	[24]	F24	MIPS70	[70]	F70	MIPS160	[160]	F160	HERSCHEL	RAHdeg	DEHdeg	F100P	F160P	F250S	F350S	F500S	mbolph	mbolMcD	TeffMcD	Flag	SSID	Name	SSTISAGE	MACHO	Per.1	Per2	u_Per	OGLE	PerO	Class	RAJ2000.1	DEJ2000.1
24879	SSTISAGEMA_J052613.39-684715.0	SSTM1SAGE1_J052613.43-684714.8	108541271	1008825964	1540154819	1529265161	0	81.555793	-68.787513	20.294	0.23	19.289	0.139	17.913	0.13	17.189	0.204	15.77	0.05	15.18	0.04	14.33	0.04	12.379	0.066	11.589	0.026	10.202	0.04	8.167	0.02	3.659	0.006	109	109		    YSO4	81.5557	-68.7876	24315904	40159	      Kemper	20.294	19.289	17.913	17.189						2MASS J05261341-6847149	15.656	14.968	14.141	05261341-6847150	15.77	15.18	14.33	SSTISAGEMA J052613.39-684715.0	12.3811	11.5876	10.202	8.1825	0.003134	0.004164	0.0095	0.0346	SSTM1SAGE1 J052613.43-684714.8	3.6802	0.2418							J81.556129-68.788005	81.5561	-68.788	809.3	551.7				-4.35			0	109		MC J052613.39-684715.0							YSO-4          	05 26 13.35	-68 47 15.24
30204	SSTISAGEMA_J053239.68-693049.4	SSTM1SAGE1_J053239.67-693049.6	109753421	1010553074	1540910339	1529266232	1623028022	83.165348	-69.513744	18.419	0.062	18.781	0.073	17.916	0.106	17.404	0.077	17	0.03	16.29	0.03	15.01	0.03	12.181	0.054	11.332	0.031	10.314	0.048	8.91	0.046	5.359	0.013	137	137	                 RP 774	    YSO4	83.1655	-69.5137	24318208	40159	      Kemper	18.419	18.781	17.916	17.404						2MASS J05323970-6930496	16.97	16.039	14.93	05323969-6930495	17	16.29	15.01	SSTISAGEMA J053239.68-693049.4	12.1785	11.3317	10.3154	8.9289	0.003777	0.005271	0.0086	0.0174	SSTM1SAGE1 J053239.67-693049.6	5.3398	0.0524															-3			0	137	RP 774                   	MC J053239.68-693049.4	81.8521.506  			u			YSO-4          	05 32 39.71	-69 30 49.25
32946	SSTISAGEMA_J053602.36-674517.3	SSTM1SAGE1_J053602.38-674517.4	122482881	1011450153	1541271420	1529268083	0	84.009836	-67.754819	20.042	0.147	19.675	0.031	19.353	0.035	18.253	0.052	16.85	0.02	15.55	0.02	14.31	0.03	12.8	0.033	12.137	0.034	11.32	0.033	10.253	0.031	6.547	0.017	149	149		    YSO4	84.01	-67.7548	22435328	40159	      Kemper	20.042	19.675	19.353	18.253						2MASS J05360237-6745171	16.875	15.814	14.603	05360237-6745172	16.85	15.55	14.31	SSTISAGEMA J053602.36-674517.3	12.7959	12.1166	11.3288	10.2672	0.002139	0.002558	0.0034	0.0051	SSTM1SAGE1 J053602.38-674517.4	6.4694	0.0185															-1.8			0	149		MC J053602.36-674517.3	8.9032.176   	1137					YSO-4          	05 36 02.42	-67 45 17.41
36235	SSTISAGEMA_J054033.54-703240.8	SSTM1SAGE1_J054033.57-703241.0	112906393	1012565001	1541698907	1529265723	0	85.139782	-70.544688	19.232	0.135	19.793	0.074	18.699	0.168	17.806	0.057	16.72	0.05	16.01	0.05	15.22	0.06	12.983	0.033	12.142	0.019	10.736	0.023	8.91	0.013	4.766	0.008	163	163	                  RP 85	    YSO4	85.1398	-70.5447	22439680	40159	      Kemper	19.232	19.793	18.699	17.806										05403354-7032409	16.72	16.01	15.22	SSTISAGEMA J054033.54-703240.8	12.9877	12.1635	10.7407	8.9361	0.001793	0.00245	0.0058	0.0173	SSTM1SAGE1 J054033.57-703241.0	4.7563	0.0897	SSTM2SAGECC J054033.52-703240.7	1.38	218.2				J85.138687-70.544764	85.1387	-70.5448	430.4	375.5				-3.4			0	163	RP 85                    	MC J054033.54-703240.8							YSO-4          	05 40 33.51	-70 32 41.06
39494	SSTISAGEMA_J054745.79-680734.1	SSTM1SAGE1_J054745.75-680734.3	112248440	1013949339	1542285578	1529268220	0	86.940819	-68.126157	14.425	0.033	14.351	0.028	14.178	0.02	14.153	0.043	13.63	0.01	13.27	0.02	12.53	0.02	10.788	0.019	10.093	0.02	9.532	0.02	8.618	0.016	6.612	0.017	187	187		    YSO4	86.9409	-68.1262	22446336	40159	      Kemper	14.425	14.351	14.178	14.153						2MASS J05474578-6807339	13.762	13.446	12.654	05474578-6807340	13.63	13.27	12.53	SSTISAGEMA J054745.79-680734.1	10.7907	10.0927	9.526	8.6305	0.01356	0.0165	0.0178	0.0229	SSTM1SAGE1 J054745.75-680734.3	6.606	0.0163															-4.3			0	187		MC J054745.79-680734.1	32.10962.261 	2599					YSO-4          	05 47 45.80	-68 07 34.26
5447617	SSTISAGEMA_J045111.38-692646.7		0	1001026350	1536648631	0	1615533304	72.797438	-69.446324	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	17.38	0.04	16.07	0.05	14.94	0.1	11.728	0.094	9.945	0.031	8.347	0.032	7.062	0.072	99.999	99.999	224	4035		    YSO1	72.7976	-69.4463	11239168	3591	      Kemper										2MASS J04511146-6926468	16.022	15.028	13.93	04511140-6926463	17.38	16.07	14.94	SSTISAGEMA J045111.38-692646.7	11.7945	9.9524	8.3487	7.0496	0.005379	0.01877	0.0526	0.0983	SSTM1SAGE2 J045111.35-692647.1	1.1276	2.538	SSTM2SAGECC J045111.85-692647.3	-3.477	19130	SSTM3SAGECC J045111.37-692634.2	-4.738	12570	J72.797924-69.446349	72.7979	-69.4464	17810	12200	3484	2445	1404	-7.71			0												
5447617	SSTISAGEMA_J045111.38-692646.7		0	1001026350	1536648631	0	1615533304	72.797438	-69.446324	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	17.38	0.04	16.07	0.05	14.94	0.1	11.728	0.094	9.945	0.031	8.347	0.032	7.062	0.072	99.999	99.999	224	4036		    YSO1	72.7976	-69.4463	23881472	40650	      Looney										2MASS J04511146-6926468	16.022	15.028	13.93	04511140-6926463	17.38	16.07	14.94	SSTISAGEMA J045111.38-692646.7	11.7945	9.9524	8.3487	7.0496	0.005379	0.01877	0.0526	0.0983	SSTM1SAGE2 J045111.35-692647.1	1.1276	2.538	SSTM2SAGECC J045111.85-692647.3	-3.477	19130	SSTM3SAGECC J045111.37-692634.2	-4.738	12570	J72.797924-69.446349	72.7979	-69.4464	17810	12200	3484	2445	1404	-7.66			0												
3789	SSTISAGEMA_J045403.64-671618.3	SSTM1SAGE1_J045403.69-671617.8	102907689	1001477480	1536810808	1529264799	1614521958	73.515167	-67.271768	99.999	99.999	16.871	0.078	15.8	0.109	15.349	0.075	14.67	0.04	13.78	0.04	12.57	0.03	10.611	0.037	9.911	0.024	8.988	0.032	7.732	0.038	1.807	0.007	249	4069		    YSO1	73.5153	-67.2717	25996800	50338	    Matsuura		16.871	15.8	15.349	OGLE-LMC-ECL-02451	16.889	15.946		4.9559	2MASS J04540363-6716184	14.546	13.588	12.399	04540364-6716184	14.67	13.78	12.57	SSTISAGEMA J045403.64-671618.3	10.6145	9.9071	9.0046	7.7395	0.01595	0.01957	0.0288	0.0521	SSTM1SAGE1 J045403.69-671617.8	1.7403	1.4435	SSTM2SAGECC J045403.93-671619.7	-2.408	7146	SSTM3SAGECC J045402.68-671612.9	-4.142	7257	J73.515422-67.271269	73.5154	-67.2713	6687	5490	2595	1248	467.5	-6.88			0												
3789	SSTISAGEMA_J045403.64-671618.3	SSTM1SAGE1_J045403.69-671617.8	102907689	1001477480	1536810808	1529264799	1614521958	73.515167	-67.271768	99.999	99.999	16.871	0.078	15.8	0.109	15.349	0.075	14.67	0.04	13.78	0.04	12.57	0.03	10.611	0.037	9.911	0.024	8.988	0.032	7.732	0.038	1.807	0.007	249	4070		    YSO1	73.5153	-67.2717	23890688	40650	      Looney		16.871	15.8	15.349	OGLE-LMC-ECL-02451	16.889	15.946		4.9559	2MASS J04540363-6716184	14.546	13.588	12.399	04540364-6716184	14.67	13.78	12.57	SSTISAGEMA J045403.64-671618.3	10.6145	9.9071	9.0046	7.7395	0.01595	0.01957	0.0288	0.0521	SSTM1SAGE1 J045403.69-671617.8	1.7403	1.4435	SSTM2SAGECC J045403.93-671619.7	-2.408	7146	SSTM3SAGECC J045402.68-671612.9	-4.142	7257	J73.515422-67.271269	73.5154	-67.2713	6687	5490	2595	1248	467.5	-6.8			0												
6221	SSTISAGEMA_J045524.41-663117.7	SSTM1SAGE1_J045524.37-663118.0	122998831	1001715484	1536897651	1529265135	0	73.851719	-66.521602	99.999	99.999	21.079	0.114	20.084	0.126	18.485	0.094	18.39	0.11	17.09	0.12	15.13	0.04	12.605	0.072	11.52	0.03	10.294	0.037	8.455	0.025	3.574	0.006	263	4096		    YSO1	73.8516	-66.5217	23881728	40650	      Looney		21.079	20.084	18.485						2MASS J04552439-6631178	17.199	16.249	15.057	04552441-6631181	18.39	17.09	15.13	SSTISAGEMA J045524.41-663117.7	12.6067	11.5172	10.2939	8.4672	0.002546	0.004443	0.0088	0.0266	SSTM1SAGE1 J045524.37-663118.0	3.5959	0.2613							 J73.85148-66.521198	73.8515	-66.5212	946.1	814.9	307.5			-4.4			0												
45742	SSTISAGEMA_J045550.63-663434.6	SSTM1SAGE1_J045550.58-663435.0	0	1001796213	1536927118	1529264822	1614247406	73.960994	-66.576285	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.68	0.06	16.41	0.08	13.77	0.05	10.725	0.057	9.499	0.033	8.317	0.041	7.18	0.073	2.063	0.007	272	4105	        IRAS 04557-6639	    YSO1	73.9609	-66.5762	23893504	40650	      Looney										2MASS J04555058-6634341	15.407	14.729	13.407	04555071-6634345	16.68	16.41	13.77	SSTISAGEMA J045550.63-663434.6	10.7323	9.4985	8.3149	7.1944	0.01431	0.02852	0.0543	0.086	SSTM1SAGE1 J045550.58-663435.0	2.0714	1.064	SSTM2SAGECC J045550.70-663435.8	-2.365	6870				J73.960676-66.575982	73.9607	-66.576	5643	5110	1706	844	542.4	-6.71			0												
45662	SSTISAGEMA_J045842.48-660835.6	SSTM1SAGE1_J045842.45-660835.6	0	1002335389	1537139661	1529264950	0	74.677003	-66.143235	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	18.85	0.11	16.72	0.1	15.28	0.08	12.907	0.051	11.664	0.039	10.434	0.026	8.935	0.026	2.923	0.006	300	4138		    YSO1	74.677	-66.1432	23881728	40650	      Looney										2MASS J04584248-6608355	17.843	16.356	14.972	04584246-6608353	18.85	16.72	15.28	SSTISAGEMA J045842.48-660835.6	12.9126	11.6639	10.4353	8.9488	0.001921	0.003882	0.0077	0.0171	SSTM1SAGE1 J045842.45-660835.6	2.9037	0.4944	SSTM2SAGECC J045842.68-660836.6	-1.661	3591				J74.677284-66.143163	74.6773	-66.1432	3052	2647		879.6	520.3	-5.96			0												
121547	SSTISAGEMA_J045854.31-660718.7	SSTM1SAGE1_J045854.25-660718.3	0	1002372291	1537155308	1529265123	0	74.726293	-66.121868	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	18.37	0.07	16.53	0.08	14.29	0.05	10.625	0.029	9.21	0.022	8.108	0.019	7.26	0.022	3.535	0.007	303	4141	        IRAS 04587-6611	    YSO1	74.7263	-66.1219	23885568	40650	      Looney										2MASS J04585433-6607186	17.635	16.051	14.082	04585429-6607185	18.37	16.53	14.29	SSTISAGEMA J045854.31-660718.7	10.6118	9.2147	8.1255	7.2682	0.01599	0.03704	0.0646	0.0803	SSTM1SAGE1 J045854.25-660718.3	3.5739	0.2667	SSTM2SAGECC J045854.55-660718.5	-0.605	1358				J74.726475-66.121791	74.7265	-66.1218	1178	1249	874.7	841.3	820.4	-5.06			0												
1254565	SSTISAGEMA_J050435.87-705430.2		104666263	1003517363	1537672176	0	0	76.149495	-70.908393	17.01	0.193	17.83	0.149	17.74	0.144	16.916	0.076	16.42	0.06	15.18	0.07	13.81	0.12	10.66	0.041	9.578	0.026	8.253	0.03	6.758	0.022	99.999	99.999	328	4191		    YSO1	76.1494	-70.9083	23881216	40650	      Looney	17.01	17.83	17.74	16.916						2MASS J05043587-7054303	15.727	14.687	13.253	05043590-7054302	16.42	15.18	13.81	SSTISAGEMA J050435.87-705430.2	10.6533	9.5805	8.2532	6.7737	0.01539	0.02644	0.0575	0.1267	SSTM1SAGE2 J050436.03-705429.3	2.2456	0.9063				SSTM3SAGECC J050437.08-705421.7	-6.225	49420	J76.150144-70.908382	76.1501	-70.9084	5728	4698	678.8	2578	2162	-8.17			0												
6192656	SSTISAGEMA_J052212.56-675832.1		0	1007796125	1539677805	0	1618325317	80.552354	-67.975588	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	17.13	0.11	15.69	0.06	13.48	0.07	9.597	0.093	8.004	0.037	6.618	0.025	5.264	0.036	99.999	99.999	468	4364		    YSO1	80.5524	-67.9757	23882496	40650	      Looney										2MASS J05221253-6758319	16.034	14.512	12.466	05221253-6758323	17.13	15.69	13.48	SSTISAGEMA J052212.56-675832.1	9.5885	8.0066	6.6187	5.2838	0.04104	0.1127	0.259	0.4997																		-9.13			0												
21950	SSTISAGEMA_J052222.44-713532.1	SSTM1SAGE1_J052222.46-713532.1	115698475	1007837149	1539697452	1529264931	1603977714	80.593536	-71.592263	19.724	0.156	20.053	0.076	19.91	0.089	18.747	0.074	17.99	0.1	16.55	0.09	14.58	0.06	11.671	0.034	10.279	0.025	9.049	0.023	7.77	0.023	2.818	0.01	473	4369		    YSO1	80.5936	-71.5922	23886592	40650	      Looney	19.724	20.053	19.91	18.747						2MASS J05222246-7135322	16.807	15.607	14.261	05222238-7135323	17.99	16.55	14.58	SSTISAGEMA J052222.44-713532.1	11.6629	10.2773	9.045	7.7842	0.006073	0.01392	0.0277	0.05	SSTM1SAGE1 J052222.46-713532.1	2.827	0.5306	SSTM2SAGECC J052222.54-713532.6	-1.782	4016	SSTM3SAGECC J052219.08-713524.3	-3.833	5460	J80.591942-71.592026	80.5919	-71.592	3636	3449	1707	856.7	532.9	-6.11			0												
45730	SSTISAGEMA_J053728.09-690847.8	SSTM1SAGE1_J053728.02-690848.2	0	1011819190	1541413747	1529264790	1627460445	84.367076	-69.146621	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.93	0.05	15.6	0.06	14.42	0.07	10.998	0.048	9.301	0.025	7.789	0.022	6.637	0.017	1.74	0.007	651	4610		    YSO1	84.3671	-69.1467	11239424	3591	      Kemper										2MASS J05372807-6908480	16.44	15.104	13.798	05372805-6908480	16.93	15.6	14.42	SSTISAGEMA J053728.09-690847.8	10.9978	9.3011	7.7892	6.6568	0.0112	0.03421	0.0881	0.1411	SSTM1SAGE1 J053728.02-690848.2	1.9637	1.175	SSTM2SAGECC J053728.13-690851.2	-2.533	8018				J84.367374-69.146876	84.3674	-69.1469	4591	5462	2318	1905	1607	-7.3			0												
45730	SSTISAGEMA_J053728.09-690847.8	SSTM1SAGE1_J053728.02-690848.2	0	1011819190	1541413747	1529264790	1627460445	84.367076	-69.146621	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.93	0.05	15.6	0.06	14.42	0.07	10.998	0.048	9.301	0.025	7.789	0.022	6.637	0.017	1.74	0.007	651	4611		    YSO1	84.3671	-69.1467	11238912	3591	      Kemper										2MASS J05372807-6908480	16.44	15.104	13.798	05372805-6908480	16.93	15.6	14.42	SSTISAGEMA J053728.09-690847.8	10.9978	9.3011	7.7892	6.6568	0.0112	0.03421	0.0881	0.1411	SSTM1SAGE1 J053728.02-690848.2	1.9637	1.175	SSTM2SAGECC J053728.13-690851.2	-2.533	8018				J84.367374-69.146876	84.3674	-69.1469	4591	5462	2318	1905	1607	-7.3			0												
48946	SSTISAGEMA_J053931.21-701216.9	SSTM1SAGE1_J053931.09-701216.5	0	1012324362	1541605531	1529264779	1628700125	84.880074	-70.204721	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	17.1	0.04	16.19	0.14	13.78	0.04	10.477	0.059	9.137	0.033	7.805	0.033	6.66	0.075	1.612	0.007	682	4654		    YSO1	84.8801	-70.2047	23883520	40650	      Looney										2MASS J05393117-7012166	16.41	14.977	13.365	05393115-7012170	17.1	16.19	13.78	SSTISAGEMA J053931.21-701216.9	10.4679	9.1428	7.8056	6.675	0.01825	0.03957	0.0868	0.1388	SSTM1SAGE1 J053931.09-701216.5	1.686	1.5175	SSTM2SAGECC J053931.33-701218.9	-3.159	14280	SSTM3SAGECC J053928.87-701216.8	-4.633	11410	 J84.879808-70.20452	84.8798	-70.2045	8967	7793	4134	1861	1315	-7.26			0												
126811	SSTISAGEMA_J053939.21-691754.4	SSTM1SAGE1_J053939.08-691753.9	0	1012356448	1541617598	1529264782	1627237532	84.913409	-69.298449	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	17.1	0.09	15.7	0.09	14.85	0.05	12.008	0.13	11.305	0.04	9.748	0.096	8.328	0.141	1.655	0.007	690	4662		    YSO1	84.9132	-69.2985	23886080	40650	      Looney										2MASS J05393921-6917545	16.392	15.219	13.974	05393917-6917544	17.1	15.7	14.85	SSTISAGEMA J053939.21-691754.4	12.0073	11.3067	9.7517	8.2783	0.004422	0.005393	0.0145	0.0317	SSTM1SAGE1 J053939.08-691753.9	1.6732	1.5355	SSTM2SAGECC J053939.51-691755.4	-2.532	8011				 J84.914031-69.29842	84.914	-69.2984	5557	5246	2524	1624	801.9	-6.97			0												
34998	SSTISAGEMA_J053958.50-711014.4	SSTM1SAGE1_J053958.19-711014.0	111013169	1012431604	1541646574	1529264791	1629407399	84.993777	-71.170693	99.999	99.999	19.848	0.107	17.718	0.158	17.084	0.117	16.67	0.05	15.75	0.08	14.93	0.06	11.776	0.053	10.343	0.028	9.09	0.043	7.677	0.044	1.753	0.013	703	4698		    YSO1	84.9939	-71.1706	23891968	40650	      Looney		19.848	17.718	17.084						2MASS J05395849-7110144	15.802	15.016	13.99	05395856-7110143	16.67	15.75	14.93	SSTISAGEMA J053958.50-711014.4	11.7698	10.3453	9.1027	7.6909	0.005503	0.01307	0.0263	0.0544	SSTM1SAGE1 J053958.19-711014.0	1.7535	1.426							 J84.992971-71.17085	84.993	-71.1709	4586					-5.5			0												
6644863	SSTISAGEMA_J053941.89-694611.8		0	1012367518	1541621594	0	1627779087	84.924542	-69.769972	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.45	0.09	14.96	0.15	13.09	0.15	9.446	0.074	8.223	0.036	99.999	99.999	6.032	0.092	99.999	99.999	692	4665		    YSO2	84.9239	-69.77	12548352	124	       Gehrz										2MASS J05394188-6946122	15.292	14.038	12.156	05394193-6946121	16.45	14.96	13.09	SSTISAGEMA J053941.89-694611.8	9.4467	8.2228	7.1276	6.0524	0.04676	0.09235	0.1621	0.2462	SSTM1SAGE1 J053941.29-694611.8	0.397	4.974															-8.86			0												
6644863	SSTISAGEMA_J053941.89-694611.8		0	1012367518	1541621594	0	1627779087	84.924542	-69.769972	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.45	0.09	14.96	0.15	13.09	0.15	9.446	0.074	8.223	0.036	99.999	99.999	6.032	0.092	99.999	99.999	692	4666		    YSO2	84.9239	-69.77	23884800	40650	      Looney										2MASS J05394188-6946122	15.292	14.038	12.156	05394193-6946121	16.45	14.96	13.09	SSTISAGEMA J053941.89-694611.8	9.4467	8.2228	7.1276	6.0524	0.04676	0.09235	0.1621	0.2462	SSTM1SAGE1 J053941.29-694611.8	0.397	4.974															-8.44			0												
38499	SSTISAGEMA_J054544.81-670928.2	SSTM1SAGE1_J054544.95-670927.5	111950674	1013596994	1542138526	1529265056	0	86.436745	-67.157855	17.519	0.197	18.546	0.11	18.515	0.058	17.533	0.122	16.88	0.06	16.49	0.13	14.36	0.03	11.132	0.046	10.086	0.028	8.934	0.035	7.803	0.044	3.314	0.007	757	4766		    YSO2	86.4366	-67.1579	23885824	40650	      Looney	17.519	18.546	18.515	17.533						2MASS J05454486-6709286	15.771	15.248	13.916	05454481-6709283	16.88	16.49	14.36	SSTISAGEMA J054544.81-670928.2	11.1424	10.0848	8.9399	7.8165	0.009809	0.01662	0.0305	0.0485	SSTM1SAGE1 J054544.95-670927.5	3.308	0.3407							J86.437882-67.157849	86.4379	-67.1579	1506	1958	789.8	954	922.2	-6.41			0												
6824247	SSTISAGEMA_J054838.26-700208.1		0	1014104677	1542344787	0	1630965299	87.15944	-70.035591	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	16.76	0.06	15.83	0.09	14.17	0.05	11.366	0.129	10.658	0.055	8.801	0.05	7.101	0.079	99.999	99.999	763	4774		    YSO2	87.1593	-70.0356	23894016	40650	      Looney										2MASS J05483828-7002081	16.152	14.89	13.629	05483830-7002080	16.76	15.83	14.17	SSTISAGEMA J054838.26-700208.1	11.3662	10.6566	8.8028	7.1195	0.007981	0.009815	0.0346	0.0921																		-7.6			0												
4603	SSTISAGEMA_J045526.69-682508.4	SSTM1SAGE1_J045526.71-682509.3	116697590	1001722171	1536900153	1529264874	0	73.861209	-68.419018	20.415	0.162	21.116	0.095	20.599	0.094	18.936	0.065	17.03	0.06	15.36	0.03	13.78	0.02	11.765	0.037	11.028	0.025	10.068	0.034	8.662	0.034	2.403	0.006	20	20		    YSO3	73.8612	-68.4192	22403328	40159	      Kemper	20.415	21.116	20.599	18.936						2MASS J04552668-6825084	16.79	15.266	13.767	04552668-6825085	17.03	15.36	13.78	SSTISAGEMA J045526.69-682508.4	11.7723	11.0281	10.0662	8.677	0.005491	0.006971	0.0108	0.022	SSTM1SAGE1 J045526.71-682509.3	2.397	0.7884							J73.861434-68.418761	73.8614	-68.4188	2607	1944	627.4		434	-7			0												
3362	SSTISAGEMA_J044717.51-690930.3	SSTM1SAGE1_J044717.52-690930.2	102094559	1000505205	1536472937	1529264852	1616685512	71.822967	-69.158421	18.461	0.122	18.113	0.1	18.121	0.097	17.204	0.066	16.18	0.03	15.49	0.02	14.56	0.03	12.462	0.055	11.973	0.033	9.748	0.026	7.902	0.017	2.231	0.006	210	4017		    YSO3	71.823	-69.1583	23882240	40650	      Looney	18.461	18.113	18.121	17.204						2MASS J04471753-6909302	16.171	15.373	14.453	04471753-6909303	16.18	15.49	14.56	SSTISAGEMA J044717.51-690930.3	12.4622	11.9725	9.748	7.921	0.002908	0.002921	0.0145	0.044	SSTM1SAGE1 J044717.52-690930.2	2.2366	0.9139	SSTM2SAGECC J044717.64-690931.9	-0.9143	1806	SSTM3SAGECC J044715.60-690922.8	-2.87	2250	J71.823256-69.158169	71.8233	-69.1582	1709	1498	664.4	341.7	226.3	-5.75			0												
5037	SSTISAGEMA_J045622.62-663656.8	SSTM1SAGE1_J045622.60-663656.9	114975538	1001896674	1536964653	1529264897	0	74.094255	-66.615794	19.213	0.092	19.595	0.051	18.667	0.066	17.209	0.05	15.91	0.05	14.87	0.04	13.84	0.04	11.883	0.076	11.129	0.073	9.963	0.034	8.423	0.049	2.586	0.006	273	4106		    YSO3	74.0941	-66.6159	23881728	40650	      Looney	19.213	19.595	18.667	17.209						2MASS J04562261-6636566	15.675	14.597	13.517	04562261-6636568	15.91	14.87	13.84	SSTISAGEMA J045622.62-663656.8	11.8705	11.1579	9.9624	8.4343	0.005016	0.006185	0.0119	0.0275	SSTM1SAGE1 J045622.60-663656.9	2.5872	0.6617	SSTM2SAGECC J045623.06-663658.7	-1.232	2420				  J74.09412-66.61559	74.0941	-66.6156	2581	2765	1795	1335	536.2	-5.47			0												
54388	SSTISAGEMA_J045851.63-660944.4	SSTM1SAGE1_J045851.61-660944.5	0	1002364061	1537151740	1529266403	0	74.715132	-66.162338	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	18.9	0.15	18.29	0.26	17.22	0.17	14.582	0.065	13.735	0.047	12.436	0.047	10.81	0.039	5.524	0.011	302	4140		    YSO3	74.7153	-66.1622	23888640	40650	      Looney										2MASS J04585165-6609439	17.84	16.838	16.097	04585164-6609443	18.9	18.29	17.22	SSTISAGEMA J045851.63-660944.4	14.5827	13.7364	12.4336	10.8252	0.0004125	0.0005755	0.0012	0.003	SSTM1SAGE1 J045851.61-660944.5	5.5579	0.0429							 J74.71541-66.162339	74.7154	-66.1623	317.1	331.5		595.3	840.1	-1.33			0												
7400	SSTISAGEMA_J050016.18-661531.1	SSTM1SAGE1_J050016.14-661531.1	115667397	1002625213	1537268182	1529264825	0	75.067439	-66.258654	17.719	0.091	17.956	0.109	17.567	0.103	16.972	0.063	16.4	0.03	15.97	0.04	15.46	0.06	13.091	0.206	12.843	0.052	10.249	0.048	8.151	0.027	2.071	0.007	308	4148		    YSO3	75.0675	-66.2586	23881728	40650	      Looney	17.719	17.956	17.567	16.972						2MASS J05001619-6615311	16.122	15.71	15.021	05001620-6615312	16.4	15.97	15.46	SSTISAGEMA J050016.18-661531.1	13.0896	12.8515	10.2484	8.1621	0.001632	0.0013	0.0091	0.0353	SSTM1SAGE1 J050016.14-661531.1	2.0755	1.06	SSTM2SAGECC J050016.50-661532.6	-1.007	1966				 J75.06735-66.258334	75.0674	-66.2583	1836	1464	807	440.3	207.9	-5.77			0												
116901	SSTISAGEMA_J050051.52-662359.7	SSTM1SAGE1_J050051.23-662400.3	0	1002736421	1537318847	1529264948	0	75.214688	-66.399943	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	15.5	0.03	14.42	0.03	13.25	0.03	11.183	0.075	10.626	0.047	9.372	0.104	7.685	0.172	2.914	0.004	312	4153	        IRAS 05007-6628	    YSO3	75.2148	-66.3999	23885568	40650	      Looney										2MASS J05005151-6623597	15.09	14.109	13.018	05005153-6623596	15.5	14.42	13.25	SSTISAGEMA J050051.52-662359.7	11.1674	10.6001	9.4156		0.009585	0.01034	0.0197		SSTM1SAGE1 J050051.23-662400.3	2.9057	0.4935	SSTM2SAGECC J050051.30-662400.8	-1.857	4302	SSTM3SAGECC J050049.95-662358.4	-3.36	3534	J75.212842-66.399978	75.2128	-66.4	2539	2454	1191	456.5	168.7	-6.04			0												
14503	SSTISAGEMA_J051030.12-670833.0	SSTM1SAGE1_J051030.04-670833.1	105706070	1004896989	1538302240	1529265636	1604335471	77.625523	-67.142524	20.488	0.323	21.015	0.116	20.053	0.089	19.411	0.103	18.57	0.15	17.28	0.09	15.98	0.09	13.052	0.069	12.417	0.035	10.038	0.03	8.139	0.027	4.635	0.007	360	4232		    YSO3	77.6254	-67.1426	23888640	40650	      Looney	20.488	21.015	20.053	19.411						2MASS J05103010-6708333	17.625	16.576	15.468	05103012-6708333	18.57	17.28	15.98	SSTISAGEMA J051030.12-670833.0	13.061	12.4205	10.036	8.148	0.001675	0.001934	0.0111	0.0357	SSTM1SAGE1 J051030.04-670833.1	4.6146	0.1023	SSTM2SAGECC J051030.35-670833.9	-0.1712	910.9				J77.624141-67.142573	77.6241	-67.1426	912	877.5	487.6	412.5	315.5	-4.18			0												
